supplier_id,supplier_country,avg_reliability,avg_lead_time,risk_class,supplier_name,corridor_tier
P0082_S3,Senegal,0.516260481075,4.186526434625,High Risk,Global Vendor P0082_S3,Global
P0082_S4,Indonesia,0.516260481075,4.186526434625,High Risk,Global Vendor P0082_S4,Global
P0083_S1,Ecuador,0.4473221886153846,5.013502809,High Risk,Global Vendor P0083_S1,Global
P0083_S2,Fiji,0.4473221886153846,5.013502809,High Risk,Global Vendor P0083_S2,Global
P0083_S3,UK,0.4473221886153846,5.013502809,High Risk,Global Vendor P0083_S3,Global
P0083_S4,Israel,0.4473221886153846,5.013502809,High Risk,Global Vendor P0083_S4,Global
P0084_S1,Nepal,0.5370026681794872,4.509122650948718,High Risk,Global Vendor P0084_S1,South Asia
P0084_S2,Serbia,0.5370026681794872,4.509122650948718,High Risk,Global Vendor P0084_S2,Global
P0084_S3,Philippines,0.5370026681794872,4.509122650948718,High Risk,Global Vendor P0084_S3,Global
P0084_S4,Costa Rica,0.5370026681794872,4.509122650948718,High Risk,Global Vendor P0084_S4,Global
P0084_S5,Iraq,0.5370026681794872,4.509122650948718,High Risk,Global Vendor P0084_S5,Global
P0085_S1,Algeria,0.5594002563793103,5.452456497310345,High Risk,Global Vendor P0085_S1,Global
P0085_S2,Egypt,0.5594002563793103,5.452456497310345,High Risk,Global Vendor P0085_S2,Global
P0085_S3,USA,0.5594002563793103,5.452456497310345,High Risk,Global Vendor P0085_S3,Global
P0085_S4,UK,0.5594002563793103,5.452456497310345,High Risk,Global Vendor P0085_S4,Global
P0086_S1,Haiti,0.4991897330731707,4.657652245414634,High Risk,Global Vendor P0086_S1,Global
P0086_S2,Cuba,0.4991897330731707,4.657652245414634,High Risk,Global Vendor P0086_S2,Global
P0086_S3,Switzerland,0.4991897330731707,4.657652245414634,High Risk,Global Vendor P0086_S3,Global
P0087_S1,Finland,0.45100675948,4.49725056832,High Risk,Global Vendor P0087_S1,Global
P0087_S2,Portugal,0.45100675948,4.49725056832,High Risk,Global Vendor P0087_S2,Global
P0088_S1,South Africa,0.5167424660789474,4.570756058631579,High Risk,Global Vendor P0088_S1,Global
P0088_S2,Ghana,0.5167424660789474,4.570756058631579,High Risk,Global Vendor P0088_S2,Global
P0088_S3,Azerbaijan,0.5167424660789474,4.570756058631579,High Risk,Global Vendor P0088_S3,Global
P0089_S1,Armenia,0.5098049516296297,5.184176681370371,High Risk,Global Vendor P0089_S1,Global
P0089_S2,Panama,0.5098049516296297,5.184176681370371,High Risk,Global Vendor P0089_S2,Global
P0089_S3,Trinidad and Tobago,0.5098049516296297,5.184176681370371,High Risk,Global Vendor P0089_S3,Global
P0089_S4,Romania,0.5098049516296297,5.184176681370371,High Risk,Global Vendor P0089_S4,Global
P0089_S5,Morocco,0.5098049516296297,5.184176681370371,High Risk,Global Vendor P0089_S5,Global
P0090_S1,India,0.5129986214074074,4.668955037111111,High Risk,Global Vendor P0090_S1,South Asia
P0090_S2,Netherlands,0.5129986214074074,4.668955037111111,High Risk,Global Vendor P0090_S2,Global
P0090_S3,Georgia,0.5129986214074074,4.668955037111111,High Risk,Global Vendor P0090_S3,Global
P0090_S4,Colombia,0.5129986214074074,4.668955037111111,High Risk,Global Vendor P0090_S4,Global
P0091_S1,Turkmenistan,0.555945314625,3.9536742632500004,High Risk,Global Vendor P0091_S1,Global
P0091_S2,Argentina,0.555945314625,3.9536742632500004,High Risk,Global Vendor P0091_S2,Global
P0091_S3,Trinidad and Tobago,0.555945314625,3.9536742632500004,High Risk,Global Vendor P0091_S3,Global
P0091_S4,Iraq,0.555945314625,3.9536742632500004,High Risk,Global Vendor P0091_S4,Global
P0091_S5,Ethiopia,0.555945314625,3.9536742632500004,High Risk,Global Vendor P0091_S5,Global
P0092_S1,Poland,0.5034426084444444,5.947282760388889,High Risk,Global Vendor P0092_S1,Global
P0092_S2,Myanmar,0.5034426084444444,5.947282760388889,High Risk,Global Vendor P0092_S2,Global
P0092_S3,Ireland,0.5034426084444444,5.947282760388889,High Risk,Global Vendor P0092_S3,Global
P0092_S4,Dominican Republic,0.5034426084444444,5.947282760388889,High Risk,Global Vendor P0092_S4,Global
P0093_S1,USA,0.521947186862069,4.746241564724138,High Risk,Global Vendor P0093_S1,Global
P0093_S2,Cambodia,0.521947186862069,4.746241564724138,High Risk,Global Vendor P0093_S2,Global
P0093_S3,Vietnam,0.521947186862069,4.746241564724138,High Risk,Global Vendor P0093_S3,Global
P0093_S4,Uzbekistan,0.521947186862069,4.746241564724138,High Risk,Global Vendor P0093_S4,Global
P0094_S1,South Africa,0.5183774827777777,5.797437773111111,High Risk,Global Vendor P0094_S1,Global
P0094_S2,Senegal,0.5183774827777777,5.797437773111111,High Risk,Global Vendor P0094_S2,Global
P0094_S3,Nigeria,0.5183774827777777,5.797437773111111,High Risk,Global Vendor P0094_S3,Global
P0094_S4,Algeria,0.5183774827777777,5.797437773111111,High Risk,Global Vendor P0094_S4,Global
P0095_S1,Costa Rica,0.5366481313157895,4.826035029394737,High Risk,Global Vendor P0095_S1,Global
P0095_S2,Japan,0.5366481313157895,4.826035029394737,High Risk,Global Vendor P0095_S2,Global
P0095_S3,UK,0.5366481313157895,4.826035029394737,High Risk,Global Vendor P0095_S3,Global
P0095_S4,Netherlands,0.5366481313157895,4.826035029394737,High Risk,Global Vendor P0095_S4,Global
P0095_S5,China,0.5366481313157895,4.826035029394737,High Risk,Global Vendor P0095_S5,Global
P0096_S1,Uruguay,0.45075677004347825,5.910636642391305,High Risk,Global Vendor P0096_S1,Global
P0096_S2,Netherlands,0.45075677004347825,5.910636642391305,High Risk,Global Vendor P0096_S2,Global
P0096_S3,Azerbaijan,0.45075677004347825,5.910636642391305,High Risk,Global Vendor P0096_S3,Global
P0096_S4,Trinidad and Tobago,0.45075677004347825,5.910636642391305,High Risk,Global Vendor P0096_S4,Global
P0096_S5,Romania,0.45075677004347825,5.910636642391305,High Risk,Global Vendor P0096_S5,Global
P0097_S1,Germany,0.5905916879444445,4.569259445111111,High Risk,Global Vendor P0097_S1,Global
P0097_S2,Portugal,0.5905916879444445,4.569259445111111,High Risk,Global Vendor P0097_S2,Global
P0098_S1,New Zealand,0.5812808430285714,5.431859342942857,High Risk,Global Vendor P0098_S1,Global
P0098_S2,Trinidad and Tobago,0.5812808430285714,5.431859342942857,High Risk,Global Vendor P0098_S2,Global
P0098_S3,Serbia,0.5812808430285714,5.431859342942857,High Risk,Global Vendor P0098_S3,Global
P0098_S4,Senegal,0.5812808430285714,5.431859342942857,High Risk,Global Vendor P0098_S4,Global
P0098_S5,Georgia,0.5812808430285714,5.431859342942857,High Risk,Global Vendor P0098_S5,Global
P0099_S1,Laos,0.467757809972973,5.027432637567568,High Risk,Global Vendor P0099_S1,Global
P0099_S2,Cambodia,0.467757809972973,5.027432637567568,High Risk,Global Vendor P0099_S2,Global
P0099_S3,Kyrgyzstan,0.467757809972973,5.027432637567568,High Risk,Global Vendor P0099_S3,Global
P0099_S4,Austria,0.467757809972973,5.027432637567568,High Risk,Global Vendor P0099_S4,Global
P0100_S1,UAE,0.47502082925,5.05854217265,High Risk,Global Vendor P0100_S1,GCC
P0100_S2,Colombia,0.47502082925,5.05854217265,High Risk,Global Vendor P0100_S2,Global
P0101_S1,Papua New Guinea,0.38747064747222226,5.064157000194445,High Risk,Global Vendor P0101_S1,Global
P0101_S2,Israel,0.38747064747222226,5.064157000194445,High Risk,Global Vendor P0101_S2,Global
P0101_S3,UK,0.38747064747222226,5.064157000194445,High Risk,Global Vendor P0101_S3,Global
P0101_S4,Brazil,0.38747064747222226,5.064157000194445,High Risk,Global Vendor P0101_S4,Global
P0101_S5,Jordan,0.38747064747222226,5.064157000194445,High Risk,Global Vendor P0101_S5,Global
P0102_S1,Myanmar,0.52093164034375,5.07961090440625,High Risk,Global Vendor P0102_S1,Global
P0102_S2,Portugal,0.52093164034375,5.07961090440625,High Risk,Global Vendor P0102_S2,Global
P0102_S3,Vietnam,0.52093164034375,5.07961090440625,High Risk,Global Vendor P0102_S3,Global
P0103_S1,Sweden,0.5408581973076922,4.992403348948717,High Risk,Global Vendor P0103_S1,Global
P0103_S2,Netherlands,0.5408581973076922,4.992403348948717,High Risk,Global Vendor P0103_S2,Global
P0103_S3,Armenia,0.5408581973076922,4.992403348948717,High Risk,Global Vendor P0103_S3,Global
P0103_S4,Israel,0.5408581973076922,4.992403348948717,High Risk,Global Vendor P0103_S4,Global
P0103_S5,UK,0.5408581973076922,4.992403348948717,High Risk,Global Vendor P0103_S5,Global
P0104_S1,Slovakia,0.566022695117647,4.160876045264706,High Risk,Global Vendor P0104_S1,Global
P0104_S2,Austria,0.566022695117647,4.160876045264706,High Risk,Global Vendor P0104_S2,Global
P0104_S3,Ukraine,0.566022695117647,4.160876045264706,High Risk,Global Vendor P0104_S3,Global
P0105_S1,India,0.55574283596,5.9941771698,High Risk,Global Vendor P0105_S1,South Asia
P0105_S2,Trinidad and Tobago,0.55574283596,5.9941771698,High Risk,Global Vendor P0105_S2,Global
P0105_S3,Singapore,0.55574283596,5.9941771698,High Risk,Global Vendor P0105_S3,Global
P0106_S1,Turkmenistan,0.5913751214848485,5.369648613454545,High Risk,Global Vendor P0106_S1,Global
P0106_S2,Trinidad and Tobago,0.5913751214848485,5.369648613454545,High Risk,Global Vendor P0106_S2,Global
P0106_S3,Azerbaijan,0.5913751214848485,5.369648613454545,High Risk,Global Vendor P0106_S3,Global
P0106_S4,Singapore,0.5913751214848485,5.369648613454545,High Risk,Global Vendor P0106_S4,Global
P0106_S5,Haiti,0.5913751214848485,5.369648613454545,High Risk,Global Vendor P0106_S5,Global
P0107_S1,Italy,0.5449480404186047,4.564141891186046,High Risk,Global Vendor P0107_S1,Global
P0107_S2,Tunisia,0.5449480404186047,4.564141891186046,High Risk,Global Vendor P0107_S2,Global
P0107_S3,Ireland,0.5449480404186047,4.564141891186046,High Risk,Global Vendor P0107_S3,Global
P0108_S1,Pakistan,0.42934299800000003,5.043419236742857,High Risk,Global Vendor P0108_S1,South Asia
P0108_S2,Indonesia,0.42934299800000003,5.043419236742857,High Risk,Global Vendor P0108_S2,Global
P0108_S3,Bangladesh,0.42934299800000003,5.043419236742857,High Risk,Global Vendor P0108_S3,South Asia
P0108_S4,Laos,0.42934299800000003,5.043419236742857,High Risk,Global Vendor P0108_S4,Global
P0109_S1,Ireland,0.5367854162424243,4.781471875545455,High Risk,Global Vendor P0109_S1,Global
P0109_S2,Iran,0.5367854162424243,4.781471875545455,High Risk,Global Vendor P0109_S2,Global
P0109_S3,Saudi Arabia,0.5367854162424243,4.781471875545455,High Risk,Global Vendor P0109_S3,GCC
P0110_S1,Denmark,0.6008291655714286,5.8475690875,High Risk,Global Vendor P0110_S1,Global
P0110_S2,Japan,0.6008291655714286,5.8475690875,High Risk,Global Vendor P0110_S2,Global
P0111_S1,Austria,0.5050311615789473,4.644151238842105,High Risk,Global Vendor P0111_S1,Global
P0111_S2,Mexico,0.5050311615789473,4.644151238842105,High Risk,Global Vendor P0111_S2,Global
P0111_S3,Iraq,0.5050311615789473,4.644151238842105,High Risk,Global Vendor P0111_S3,Global
P0112_S1,Switzerland,0.5023157352692308,4.689189410884615,High Risk,Global Vendor P0112_S1,Global
P0112_S2,Colombia,0.5023157352692308,4.689189410884615,High Risk,Global Vendor P0112_S2,Global
P0112_S3,Singapore,0.5023157352692308,4.689189410884615,High Risk,Global Vendor P0112_S3,Global
P0113_S1,Peru,0.45964862871875,4.505920688625,High Risk,Global Vendor P0113_S1,Global
P0113_S2,UK,0.45964862871875,4.505920688625,High Risk,Global Vendor P0113_S2,Global
P0114_S1,Jordan,0.3894966743666667,4.808400601833333,High Risk,Global Vendor P0114_S1,Global
P0114_S2,Slovakia,0.3894966743666667,4.808400601833333,High Risk,Global Vendor P0114_S2,Global
P0115_S1,Morocco,0.5314395815454545,5.575257761272727,High Risk,Global Vendor P0115_S1,Global
P0115_S2,Kenya,0.5314395815454545,5.575257761272727,High Risk,Global Vendor P0115_S2,Global
P0115_S3,Jordan,0.5314395815454545,5.575257761272727,High Risk,Global Vendor P0115_S3,Global
P0115_S4,Laos,0.5314395815454545,5.575257761272727,High Risk,Global Vendor P0115_S4,Global
P0116_S1,Netherlands,0.5758739139142857,4.315048339971429,High Risk,Global Vendor P0116_S1,Global
P0116_S2,Oman,0.5758739139142857,4.315048339971429,High Risk,Global Vendor P0116_S2,GCC
P0116_S3,Spain,0.5758739139142857,4.315048339971429,High Risk,Global Vendor P0116_S3,Global
P0116_S4,Iraq,0.5758739139142857,4.315048339971429,High Risk,Global Vendor P0116_S4,Global
P0117_S1,Romania,0.6110278687297298,4.446157917945945,High Risk,Global Vendor P0117_S1,Global
P0117_S2,Tunisia,0.6110278687297298,4.446157917945945,High Risk,Global Vendor P0117_S2,Global
P0117_S3,Ethiopia,0.6110278687297298,4.446157917945945,High Risk,Global Vendor P0117_S3,Global
P0117_S4,Philippines,0.6110278687297298,4.446157917945945,High Risk,Global Vendor P0117_S4,Global
P0118_S1,Ukraine,0.43036413,6.757966169212121,High Risk,Global Vendor P0118_S1,Global
P0118_S2,Iraq,0.43036413,6.757966169212121,High Risk,Global Vendor P0118_S2,Global
P0119_S1,Argentina,0.5057570075600001,5.81840466396,High Risk,Global Vendor P0119_S1,Global
P0119_S2,Qatar,0.5057570075600001,5.81840466396,High Risk,Global Vendor P0119_S2,GCC
P0119_S3,North Macedonia,0.5057570075600001,5.81840466396,High Risk,Global Vendor P0119_S3,Global
P0119_S4,China,0.5057570075600001,5.81840466396,High Risk,Global Vendor P0119_S4,Global
P0119_S5,Switzerland,0.5057570075600001,5.81840466396,High Risk,Global Vendor P0119_S5,Global
P0120_S1,Vietnam,0.38559736713157894,5.800923477,High Risk,Global Vendor P0120_S1,Global
P0120_S2,Georgia,0.38559736713157894,5.800923477,High Risk,Global Vendor P0120_S2,Global
P0120_S3,Egypt,0.38559736713157894,5.800923477,High Risk,Global Vendor P0120_S3,Global
P0120_S4,Ghana,0.38559736713157894,5.800923477,High Risk,Global Vendor P0120_S4,Global
P0121_S1,Russia,0.6128707587200001,3.9210217732,High Risk,Global Vendor P0121_S1,Global
P0121_S2,Romania,0.6128707587200001,3.9210217732,High Risk,Global Vendor P0121_S2,Global
P0122_S1,Ireland,0.525572073875,5.635174107125,High Risk,Global Vendor P0122_S1,Global
P0122_S2,North Macedonia,0.525572073875,5.635174107125,High Risk,Global Vendor P0122_S2,Global
P0122_S3,Georgia,0.525572073875,5.635174107125,High Risk,Global Vendor P0122_S3,Global
P0122_S4,Trinidad and Tobago,0.525572073875,5.635174107125,High Risk,Global Vendor P0122_S4,Global
P0123_S1,Pakistan,0.5684610472068966,6.130833571448276,High Risk,Global Vendor P0123_S1,South Asia
P0123_S2,Cambodia,0.5684610472068966,6.130833571448276,High Risk,Global Vendor P0123_S2,Global
P0123_S3,Nigeria,0.5684610472068966,6.130833571448276,High Risk,Global Vendor P0123_S3,Global
P0123_S4,Slovakia,0.5684610472068966,6.130833571448276,High Risk,Global Vendor P0123_S4,Global
P0123_S5,North Macedonia,0.5684610472068966,6.130833571448276,High Risk,Global Vendor P0123_S5,Global
P0124_S1,Algeria,0.5861299589393939,4.496320764939394,High Risk,Global Vendor P0124_S1,Global
P0124_S2,UK,0.5861299589393939,4.496320764939394,High Risk,Global Vendor P0124_S2,Global
P0124_S3,Trinidad and Tobago,0.5861299589393939,4.496320764939394,High Risk,Global Vendor P0124_S3,Global
P0124_S4,Cambodia,0.5861299589393939,4.496320764939394,High Risk,Global Vendor P0124_S4,Global
P0124_S5,Portugal,0.5861299589393939,4.496320764939394,High Risk,Global Vendor P0124_S5,Global
P0125_S1,Uruguay,0.6007984053846154,4.985228880205128,High Risk,Global Vendor P0125_S1,Global
P0125_S2,Cambodia,0.6007984053846154,4.985228880205128,High Risk,Global Vendor P0125_S2,Global
P0126_S1,Kenya,0.45825620933333333,4.322085533952381,High Risk,Global Vendor P0126_S1,Global
P0126_S2,Spain,0.45825620933333333,4.322085533952381,High Risk,Global Vendor P0126_S2,Global
P0126_S3,Bulgaria,0.45825620933333333,4.322085533952381,High Risk,Global Vendor P0126_S3,Global
P0127_S1,India,0.4869085194375,4.8194604460312505,High Risk,Global Vendor P0127_S1,South Asia
P0127_S2,Iraq,0.4869085194375,4.8194604460312505,High Risk,Global Vendor P0127_S2,Global
P0127_S3,China,0.4869085194375,4.8194604460312505,High Risk,Global Vendor P0127_S3,Global
P0127_S4,Bulgaria,0.4869085194375,4.8194604460312505,High Risk,Global Vendor P0127_S4,Global
P0127_S5,Ecuador,0.4869085194375,4.8194604460312505,High Risk,Global Vendor P0127_S5,Global
P0128_S1,Slovakia,0.5344661492972973,5.020131194486487,High Risk,Global Vendor P0128_S1,Global
P0128_S2,Ghana,0.5344661492972973,5.020131194486487,High Risk,Global Vendor P0128_S2,Global
P0128_S3,Iran,0.5344661492972973,5.020131194486487,High Risk,Global Vendor P0128_S3,Global
P0128_S4,Russia,0.5344661492972973,5.020131194486487,High Risk,Global Vendor P0128_S4,Global
P0128_S5,Switzerland,0.5344661492972973,5.020131194486487,High Risk,Global Vendor P0128_S5,Global
P0129_S1,USA,0.4517792856363636,6.231210085939394,High Risk,Global Vendor P0129_S1,Global
P0129_S2,Ecuador,0.4517792856363636,6.231210085939394,High Risk,Global Vendor P0129_S2,Global
P0129_S3,Kazakhstan,0.4517792856363636,6.231210085939394,High Risk,Global Vendor P0129_S3,Global
P0130_S1,Morocco,0.5784391784074074,6.263382969074074,High Risk,Global Vendor P0130_S1,Global
P0130_S2,Finland,0.5784391784074074,6.263382969074074,High Risk,Global Vendor P0130_S2,Global
P0131_S1,Trinidad and Tobago,0.5028481789512195,5.1105614746097565,High Risk,Global Vendor P0131_S1,Global
P0131_S2,Poland,0.5028481789512195,5.1105614746097565,High Risk,Global Vendor P0131_S2,Global
P0132_S1,Indonesia,0.4709394335517242,5.447936536379311,High Risk,Global Vendor P0132_S1,Global
P0132_S2,Bangladesh,0.4709394335517242,5.447936536379311,High Risk,Global Vendor P0132_S2,South Asia
P0132_S3,Pakistan,0.4709394335517242,5.447936536379311,High Risk,Global Vendor P0132_S3,South Asia
P0132_S4,Sri Lanka,0.4709394335517242,5.447936536379311,High Risk,Global Vendor P0132_S4,South Asia
P0133_S1,Brazil,0.6020157980370371,6.202828849074074,High Risk,Global Vendor P0133_S1,Global
P0133_S2,Ghana,0.6020157980370371,6.202828849074074,High Risk,Global Vendor P0133_S2,Global
P0134_S1,Ukraine,0.5423291352058823,5.216227547823529,High Risk,Global Vendor P0134_S1,Global
P0134_S2,Fiji,0.5423291352058823,5.216227547823529,High Risk,Global Vendor P0134_S2,Global
P0135_S1,Ghana,0.48331567045161294,4.64979898648387,High Risk,Global Vendor P0135_S1,Global
P0135_S2,Ukraine,0.48331567045161294,4.64979898648387,High Risk,Global Vendor P0135_S2,Global
P0135_S3,Ecuador,0.48331567045161294,4.64979898648387,High Risk,Global Vendor P0135_S3,Global
P0135_S4,Brazil,0.48331567045161294,4.64979898648387,High Risk,Global Vendor P0135_S4,Global
P0135_S5,Cambodia,0.48331567045161294,4.64979898648387,High Risk,Global Vendor P0135_S5,Global
P0136_S1,Chile,0.5189815638064517,3.568810827516129,High Risk,Global Vendor P0136_S1,Global
P0136_S2,Russia,0.5189815638064517,3.568810827516129,High Risk,Global Vendor P0136_S2,Global
P0136_S3,Hungary,0.5189815638064517,3.568810827516129,High Risk,Global Vendor P0136_S3,Global
P0136_S4,Egypt,0.5189815638064517,3.568810827516129,High Risk,Global Vendor P0136_S4,Global
P0137_S1,Ukraine,0.46356565680769235,5.80318917876923,High Risk,Global Vendor P0137_S1,Global
P0137_S2,Saudi Arabia,0.46356565680769235,5.80318917876923,High Risk,Global Vendor P0137_S2,GCC
P0138_S1,Panama,0.46887667994285714,5.824113371028571,High Risk,Global Vendor P0138_S1,Global
P0138_S2,Bosnia and Herzegovina,0.46887667994285714,5.824113371028571,High Risk,Global Vendor P0138_S2,Global
P0138_S3,Poland,0.46887667994285714,5.824113371028571,High Risk,Global Vendor P0138_S3,Global
P0138_S4,Cambodia,0.46887667994285714,5.824113371028571,High Risk,Global Vendor P0138_S4,Global
P0139_S1,Algeria,0.44048720503571426,4.843207699071429,High Risk,Global Vendor P0139_S1,Global
P0139_S2,Egypt,0.44048720503571426,4.843207699071429,High Risk,Global Vendor P0139_S2,Global
P0139_S3,Kyrgyzstan,0.44048720503571426,4.843207699071429,High Risk,Global Vendor P0139_S3,Global
P0139_S4,Kenya,0.44048720503571426,4.843207699071429,High Risk,Global Vendor P0139_S4,Global
P0139_S5,Serbia,0.44048720503571426,4.843207699071429,High Risk,Global Vendor P0139_S5,Global
P0140_S1,Portugal,0.47112056985714285,4.3359042573333335,High Risk,Global Vendor P0140_S1,Global
P0140_S2,Kyrgyzstan,0.47112056985714285,4.3359042573333335,High Risk,Global Vendor P0140_S2,Global
P0141_S1,South Africa,0.5576581134054054,4.7766520096486484,High Risk,Global Vendor P0141_S1,Global
P0141_S2,UAE,0.5576581134054054,4.7766520096486484,High Risk,Global Vendor P0141_S2,GCC
P0142_S1,USA,0.4469945571612903,6.323234227935483,High Risk,Global Vendor P0142_S1,Global
P0142_S2,Colombia,0.4469945571612903,6.323234227935483,High Risk,Global Vendor P0142_S2,Global
P0142_S3,Ireland,0.4469945571612903,6.323234227935483,High Risk,Global Vendor P0142_S3,Global
P0143_S1,Italy,0.49480745225,4.595782721214285,High Risk,Global Vendor P0143_S1,Global
P0143_S2,Kenya,0.49480745225,4.595782721214285,High Risk,Global Vendor P0143_S2,Global
P0143_S3,Brazil,0.49480745225,4.595782721214285,High Risk,Global Vendor P0143_S3,Global
P0144_S1,Saudi Arabia,0.556897995,6.285862743666667,High Risk,Global Vendor P0144_S1,GCC
P0144_S2,Iran,0.556897995,6.285862743666667,High Risk,Global Vendor P0144_S2,Global
P0145_S1,Vietnam,0.5113369095,6.007343688535714,High Risk,Global Vendor P0145_S1,Global
P0145_S2,Czech Republic,0.5113369095,6.007343688535714,High Risk,Global Vendor P0145_S2,Global
P0145_S3,USA,0.5113369095,6.007343688535714,High Risk,Global Vendor P0145_S3,Global
