warehouse_id,product_id,inventory_on_hand_qty,safety_stock_qty,daily_demand_30d_avg,days_of_inventory,stockout_risk_flag
WH_NAGPUR_C,P0709,5142.0,2447.0,174.8,29.4,0
WH_NAGPUR_C,P0913,4514.0,2414.0,172.4,26.2,0
WH_NAGPUR_C,P0038,683.0,305.0,21.8,31.3,0
WH_NAGPUR_C,P0064,1650.0,2215.0,158.2,10.4,1
WH_NAGPUR_C,P0022,8265.0,2429.0,173.5,47.6,0
WH_NAGPUR_C,P0965,1158.0,980.0,70.0,16.5,0
WH_NAGPUR_C,P0109,6036.0,2332.0,166.6,36.2,0
WH_NAGPUR_C,P0809,4765.0,2353.0,168.1,28.3,0
WH_NAGPUR_C,P0633,2553.0,1985.0,141.8,18.0,0
WH_NAGPUR_C,P0992,3053.0,1110.0,79.3,38.5,0
WH_BLR_S,P0353,394.0,419.0,29.9,13.2,1
WH_BLR_S,P0857,3157.0,2307.0,164.8,19.2,0
WH_BLR_S,P0300,1358.0,454.0,32.4,41.9,0
WH_BLR_S,P0975,6771.0,2024.0,144.6,46.8,0
WH_BLR_S,P0160,1835.0,1733.0,123.8,14.8,0
WH_BLR_S,P0116,1731.0,832.0,59.4,29.1,0
WH_BLR_S,P0836,1316.0,1425.0,101.8,12.9,1
WH_BLR_S,P0005,625.0,225.0,16.1,38.8,0
WH_BLR_S,P0840,2241.0,1236.0,88.3,25.4,0
WH_BLR_S,P0791,3744.0,1946.0,139.0,26.9,0
WH_BLR_S,P0981,919.0,379.0,27.1,33.9,0
WH_BLR_S,P0159,2075.0,1974.0,141.0,14.7,0
WH_BLR_S,P0700,4927.0,2127.0,151.9,32.4,0
WH_BLR_S,P0247,441.0,301.0,21.5,20.5,0
WH_BLR_S,P0030,940.0,392.0,28.0,33.6,0
WH_BLR_S,P0956,3064.0,1323.0,94.5,32.4,0
WH_BLR_S,P0596,5165.0,1863.0,133.1,38.8,0
WH_BLR_S,P0154,3972.0,2132.0,152.3,26.1,0
WH_BLR_S,P0533,5750.0,2338.0,167.0,34.4,0
WH_BLR_S,P0540,1052.0,438.0,31.3,33.6,0
WH_BLR_S,P0027,3341.0,2246.0,160.4,20.8,0
WH_BLR_S,P0530,1829.0,1270.0,90.7,20.2,0
WH_BLR_S,P0672,6781.0,2001.0,142.9,47.5,0
WH_BLR_S,P0218,4188.0,1670.0,119.3,35.1,0
WH_BLR_S,P0342,931.0,574.0,41.0,22.7,0
WH_BLR_S,P0294,2165.0,1133.0,80.9,26.8,0
WH_BLR_S,P0688,5839.0,2002.0,143.0,40.8,0
WH_BLR_S,P0222,4121.0,1778.0,127.0,32.4,0
WH_BLR_S,P0852,3961.0,2124.0,151.7,26.1,0
WH_BLR_S,P0062,3232.0,1558.0,111.3,29.0,0
WH_BLR_S,P0517,4350.0,1750.0,125.0,34.8,0
WH_BLR_S,P0404,606.0,755.0,53.9,11.2,1
WH_BLR_S,P0642,5112.0,1515.0,108.2,47.2,0
WH_BLR_S,P0372,808.0,447.0,31.9,25.3,0
WH_BLR_S,P0544,1624.0,1042.0,74.4,21.8,0
WH_BLR_S,P0914,6425.0,1919.0,137.1,46.9,0
WH_BLR_S,P0884,2918.0,1903.0,135.9,21.5,0
WH_BLR_S,P0097,750.0,321.0,22.9,32.8,0
WH_BLR_S,P0125,1440.0,567.0,40.5,35.6,0
WH_BLR_S,P0139,6944.0,2440.0,174.3,39.8,0
WH_BLR_S,P0492,5628.0,1652.0,118.0,47.7,0
WH_BLR_S,P0363,2067.0,837.0,59.8,34.6,0
WH_BLR_S,P0080,747.0,958.0,68.4,10.9,1
WH_BLR_S,P0589,4012.0,1341.0,95.8,41.9,0
WH_BLR_S,P0866,1734.0,1095.0,78.2,22.2,0
WH_BLR_S,P0634,2883.0,1925.0,137.5,21.0,0
WH_BLR_S,P0567,6267.0,1842.0,131.6,47.6,0
WH_BLR_S,P0021,2428.0,736.0,52.6,46.2,0
WH_BLR_S,P0545,3389.0,2344.0,167.4,20.2,0
WH_BLR_S,P0193,1568.0,1344.0,96.0,16.3,0
WH_BLR_S,P0663,2894.0,1291.0,92.2,31.4,0
WH_BLR_S,P0511,4753.0,1604.0,114.6,41.5,0
WH_BLR_S,P0041,4041.0,1791.0,127.9,31.6,0
WH_BLR_S,P0998,2365.0,1651.0,117.9,20.1,0
WH_BLR_S,P0783,3404.0,1242.0,88.7,38.4,0
WH_BLR_S,P0422,4816.0,1702.0,121.6,39.6,0
WH_BLR_S,P0191,4416.0,1781.0,127.2,34.7,0
WH_BLR_S,P0666,449.0,295.0,21.1,21.3,0
WH_BLR_S,P0364,422.0,510.0,36.4,11.6,1
WH_BLR_S,P0524,6411.0,2422.0,173.0,37.1,0
WH_BLR_S,P0662,3442.0,1928.0,137.7,25.0,0
WH_BLR_S,P0581,913.0,1109.0,79.2,11.5,1
WH_BLR_S,P0449,363.0,329.0,23.5,15.4,0
WH_BLR_S,P0231,3622.0,2412.0,172.3,21.0,0
WH_BLR_S,P0429,741.0,231.0,16.5,44.9,0
WH_BLR_S,P0620,4242.0,1886.0,134.7,31.5,0
WH_BLR_S,P0595,1631.0,661.0,47.2,34.6,0
WH_BLR_S,P0608,2105.0,832.0,59.4,35.4,0
WH_BLR_S,P0150,2697.0,1840.0,131.4,20.5,0
WH_BLR_S,P0357,1991.0,780.0,55.7,35.7,0
WH_BLR_S,P0228,2233.0,1970.0,140.7,15.9,0
WH_BLR_S,P0554,2082.0,2492.0,178.0,11.7,1
WH_BLR_S,P0205,663.0,421.0,30.1,22.0,0
WH_BLR_S,P0115,625.0,710.0,50.7,12.3,1
WH_BLR_S,P0337,2655.0,2293.0,163.8,16.2,0
WH_BLR_S,P0911,1559.0,892.0,63.7,24.5,0
WH_BLR_S,P0822,230.0,235.0,16.8,13.7,1
WH_BLR_S,P0266,1863.0,1322.0,94.4,19.7,0
WH_BLR_S,P0790,3316.0,1292.0,92.3,35.9,0
WH_BLR_S,P0796,4197.0,1537.0,109.8,38.2,0
WH_BLR_S,P0297,4389.0,2479.0,177.1,24.8,0
WH_BLR_S,P0011,2403.0,1953.0,139.5,17.2,0
WH_BLR_S,P0105,816.0,253.0,18.1,45.1,0
WH_BLR_S,P0195,2556.0,1208.0,86.3,29.6,0
WH_BLR_S,P0569,579.0,297.0,21.2,27.3,0
WH_BLR_S,P0276,1637.0,487.0,34.8,47.0,0
WH_BLR_S,P0188,2602.0,988.0,70.6,36.9,0
WH_BLR_S,P0711,6841.0,2370.0,169.3,40.4,0
WH_BLR_S,P0391,5631.0,2017.0,144.1,39.1,0
WH_BLR_S,P0673,2348.0,1432.0,102.3,23.0,0
WH_BLR_S,P0553,2923.0,2295.0,163.9,17.8,0
WH_BLR_S,P0161,2810.0,1054.0,75.3,37.3,0
WH_BLR_S,P0230,3061.0,1378.0,98.4,31.1,0
WH_BLR_S,P0821,1014.0,1400.0,100.0,10.1,1
WH_BLR_S,P0651,1819.0,570.0,40.7,44.7,0
WH_BLR_S,P0189,3354.0,1949.0,139.2,24.1,0
WH_BLR_S,P0135,1455.0,631.0,45.1,32.3,0
WH_BLR_S,P0279,1177.0,1005.0,71.8,16.4,0
WH_BLR_S,P0641,1069.0,1400.0,100.0,10.7,1
WH_BLR_S,P0926,892.0,1215.0,86.8,10.3,1
WH_BLR_S,P0568,4512.0,1786.0,127.6,35.4,0
WH_BLR_S,P0286,2687.0,1480.0,105.7,25.4,0
WH_BLR_S,P0583,1023.0,368.0,26.3,38.9,0
WH_BLR_S,P0198,1455.0,767.0,54.8,26.6,0
WH_BLR_S,P0254,1240.0,532.0,38.0,32.6,0
WH_BLR_S,P0103,3896.0,1674.0,119.6,32.6,0
WH_BLR_S,P0152,1258.0,381.0,27.2,46.2,0
WH_BLR_S,P0754,2965.0,1415.0,101.1,29.3,0
WH_BLR_S,P0759,3831.0,1645.0,117.5,32.6,0
WH_BLR_S,P0763,1512.0,787.0,56.2,26.9,0
WH_BLR_S,P0056,2427.0,994.0,71.0,34.2,0
WH_BLR_S,P0780,507.0,620.0,44.3,11.4,1
WH_BLR_S,P0084,3972.0,1684.0,120.3,33.0,0
WH_BLR_S,P0465,2250.0,2163.0,154.5,14.6,0
WH_BLR_S,P0907,1825.0,1774.0,126.7,14.4,0
WH_BLR_S,P0893,362.0,459.0,32.8,11.0,1
WH_BLR_S,P0592,212.0,269.0,19.2,11.0,1
WH_BLR_S,P0716,5736.0,2211.0,157.9,36.3,0
WH_BLR_S,P0837,1645.0,672.0,48.0,34.3,0
WH_BLR_S,P0892,3262.0,1078.0,77.0,42.4,0
WH_BLR_S,P0408,1986.0,606.0,43.3,45.9,0
WH_BLR_S,P0213,813.0,883.0,63.1,12.9,1
WH_BLR_S,P0693,2824.0,850.0,60.7,46.5,0
WH_BLR_S,P0476,1493.0,973.0,69.5,21.5,0
WH_BLR_S,P0925,1346.0,724.0,51.7,26.0,0
WH_BLR_S,P0261,1256.0,875.0,62.5,20.1,0
WH_BLR_S,P0746,3305.0,2073.0,148.1,22.3,0
WH_BLR_S,P0079,1774.0,689.0,49.2,36.1,0
WH_BLR_S,P0915,567.0,420.0,30.0,18.9,0
WH_BLR_S,P0430,2352.0,1778.0,127.0,18.5,0
WH_BLR_S,P0316,747.0,263.0,18.8,39.7,0
WH_BLR_S,P0988,2056.0,1036.0,74.0,27.8,0
WH_BLR_S,P0674,3416.0,1495.0,106.8,32.0,0
WH_BLR_S,P0491,746.0,253.0,18.1,41.2,0
WH_BLR_S,P0971,1953.0,777.0,55.5,35.2,0
WH_BLR_S,P0487,4280.0,1716.0,122.6,34.9,0
WH_BLR_S,P0918,4598.0,2353.0,168.1,27.4,0
WH_BLR_S,P0083,1450.0,1400.0,100.0,14.5,0
WH_BLR_S,P0637,769.0,1009.0,72.1,10.7,1
WH_BLR_S,P0371,1998.0,962.0,68.7,29.1,0
WH_BLR_S,P0335,902.0,354.0,25.3,35.7,0
WH_BLR_S,P0076,1103.0,1238.0,88.4,12.5,1
WH_BLR_S,P0466,1350.0,1215.0,86.8,15.6,0
WH_BLR_S,P0904,4561.0,2155.0,153.9,29.6,0
WH_BLR_S,P0876,2584.0,1539.0,109.9,23.5,0
WH_BLR_S,P0432,1427.0,1064.0,76.0,18.8,0
WH_BLR_S,P0458,1504.0,2005.0,143.2,10.5,1
WH_BLR_S,P0202,1766.0,1485.0,106.1,16.6,0
WH_BLR_S,P0952,5521.0,2166.0,154.7,35.7,0
WH_BLR_S,P0069,946.0,507.0,36.2,26.1,0
WH_BLR_S,P0521,4473.0,1324.0,94.6,47.3,0
WH_BLR_S,P0565,4475.0,1631.0,116.5,38.4,0
WH_BLR_S,P0714,3595.0,1887.0,134.8,26.7,0
WH_BLR_S,P0143,2096.0,1630.0,116.4,18.0,0
WH_BLR_S,P0962,3210.0,1908.0,136.3,23.6,0
WH_BLR_S,P0470,2812.0,939.0,67.1,41.9,0
WH_BLR_S,P0708,730.0,868.0,62.0,11.8,1
WH_BLR_S,P0755,1885.0,2079.0,148.5,12.7,1
WH_BLR_S,P0598,631.0,662.0,47.3,13.3,1
WH_BLR_S,P0909,790.0,277.0,19.8,39.9,0
WH_BLR_S,P0410,4629.0,1866.0,133.3,34.7,0
WH_BLR_S,P0927,4275.0,1954.0,139.6,30.6,0
WH_BLR_S,P0119,1272.0,1260.0,90.0,14.1,0
WH_BLR_S,P0719,2672.0,2401.0,171.5,15.6,0
WH_BLR_S,P0332,3148.0,920.0,65.7,47.9,0
WH_BLR_S,P0834,1701.0,1032.0,73.7,23.1,0
WH_BLR_S,P0368,4613.0,1397.0,99.8,46.2,0
WH_BLR_S,P0102,3349.0,1371.0,97.9,34.2,0
WH_BLR_S,P0356,845.0,542.0,38.7,21.8,0
WH_BLR_S,P0319,1247.0,619.0,44.2,28.2,0
WH_BLR_S,P0627,2554.0,1641.0,117.2,21.8,0
WH_BLR_S,P0220,700.0,525.0,37.5,18.7,0
WH_BLR_S,P0088,3177.0,2463.0,175.9,18.1,0
WH_BLR_S,P0280,1249.0,557.0,39.8,31.4,0
WH_BLR_S,P0867,3221.0,2514.0,179.6,17.9,0
WH_BLR_S,P0176,3216.0,1324.0,94.6,34.0,0
WH_BLR_S,P0748,1091.0,496.0,35.4,30.8,0
WH_BLR_S,P0267,902.0,472.0,33.7,26.8,0
WH_BLR_S,P0347,3606.0,2488.0,177.7,20.3,0
WH_BLR_S,P0712,4342.0,1907.0,136.2,31.9,0
WH_BLR_S,P0801,4105.0,1291.0,92.2,44.5,0
WH_BLR_S,P0345,2161.0,1739.0,124.2,17.4,0
WH_BLR_S,P0070,2718.0,1709.0,122.1,22.3,0
WH_BLR_S,P0584,1761.0,713.0,50.9,34.6,0
WH_BLR_S,P0091,5719.0,1728.0,123.4,46.3,0
WH_BLR_S,P0994,2525.0,2216.0,158.3,16.0,0
WH_BLR_S,P0824,1872.0,1509.0,107.8,17.4,0
WH_BLR_S,P0131,1385.0,1133.0,80.9,17.1,0
WH_BLR_S,P0560,2077.0,1320.0,94.3,22.0,0
WH_BLR_S,P0479,2299.0,1870.0,133.6,17.2,0
WH_BLR_S,P0709,3840.0,1847.0,131.9,29.1,0
WH_BLR_S,P0913,728.0,298.0,21.3,34.2,0
WH_BLR_S,P0038,2331.0,1239.0,88.5,26.3,0
WH_BLR_S,P0064,1039.0,1186.0,84.7,12.3,1
WH_BLR_S,P0022,1926.0,652.0,46.6,41.3,0
WH_BLR_S,P0965,5533.0,2192.0,156.6,35.3,0
WH_BLR_S,P0109,1752.0,680.0,48.6,36.0,0
WH_BLR_S,P0809,2723.0,1054.0,75.3,36.2,0
WH_BLR_S,P0633,5114.0,2008.0,143.4,35.7,0
WH_BLR_S,P0992,4079.0,1345.0,96.1,42.4,0
WH_DELHI_N,P0353,1865.0,1098.0,78.4,23.8,0
WH_DELHI_N,P0857,2012.0,696.0,49.7,40.5,0
WH_DELHI_N,P0300,810.0,1051.0,75.1,10.8,1
WH_DELHI_N,P0975,6069.0,1926.0,137.6,44.1,0
WH_DELHI_N,P0160,2924.0,2089.0,149.2,19.6,0
WH_DELHI_N,P0116,7906.0,2405.0,171.8,46.0,0
WH_DELHI_N,P0836,5338.0,1624.0,116.0,46.0,0
WH_DELHI_N,P0005,5331.0,1910.0,136.4,39.1,0
WH_DELHI_N,P0840,4781.0,1690.0,120.7,39.6,0
WH_DELHI_N,P0791,499.0,426.0,30.4,16.4,0
WH_DELHI_N,P0981,1346.0,1737.0,124.1,10.8,1
WH_DELHI_N,P0159,6111.0,2404.0,171.7,35.6,0
WH_DELHI_N,P0700,6164.0,2107.0,150.5,41.0,0
WH_DELHI_N,P0247,2470.0,1959.0,139.9,17.7,0
WH_DELHI_N,P0030,2121.0,953.0,68.1,31.1,0
WH_DELHI_N,P0956,1375.0,783.0,55.9,24.6,0
WH_DELHI_N,P0596,5989.0,2100.0,150.0,39.9,0
WH_DELHI_N,P0154,1576.0,1750.0,125.0,12.6,1
WH_DELHI_N,P0533,1895.0,1739.0,124.2,15.3,0
WH_DELHI_N,P0540,932.0,316.0,22.6,41.2,0
WH_DELHI_N,P0027,552.0,494.0,35.3,15.6,0
WH_DELHI_N,P0530,1091.0,685.0,48.9,22.3,0
WH_DELHI_N,P0672,387.0,245.0,17.5,22.1,0
WH_DELHI_N,P0218,256.0,335.0,23.9,10.7,1
WH_DELHI_N,P0342,2979.0,1152.0,82.3,36.2,0
WH_DELHI_N,P0294,4151.0,1229.0,87.8,47.3,0
WH_DELHI_N,P0688,4704.0,2050.0,146.4,32.1,0
WH_DELHI_N,P0222,1116.0,377.0,26.9,41.5,0
WH_DELHI_N,P0852,4616.0,2400.0,171.4,26.9,0
WH_DELHI_N,P0062,3582.0,1975.0,141.1,25.4,0
WH_DELHI_N,P0517,790.0,778.0,55.6,14.2,0
WH_DELHI_N,P0404,2787.0,2465.0,176.1,15.8,0
WH_DELHI_N,P0642,7475.0,2303.0,164.5,45.4,0
WH_DELHI_N,P0372,5976.0,2248.0,160.6,37.2,0
WH_DELHI_N,P0544,2205.0,1151.0,82.2,26.8,0
WH_DELHI_N,P0914,1795.0,1058.0,75.6,23.7,0
WH_DELHI_N,P0884,2987.0,2267.0,161.9,18.4,0
WH_DELHI_N,P0097,2761.0,1022.0,73.0,37.8,0
WH_DELHI_N,P0125,1244.0,459.0,32.8,37.9,0
WH_DELHI_N,P0139,3166.0,1894.0,135.3,23.4,0
WH_DELHI_N,P0492,3976.0,2201.0,157.2,25.3,0
WH_DELHI_N,P0363,6748.0,2118.0,151.3,44.6,0
WH_DELHI_N,P0080,1903.0,757.0,54.1,35.2,0
WH_DELHI_N,P0589,5537.0,2342.0,167.3,33.1,0
WH_DELHI_N,P0866,1967.0,669.0,47.8,41.2,0
WH_DELHI_N,P0634,4928.0,1456.0,104.0,47.4,0
WH_DELHI_N,P0567,1269.0,1004.0,71.7,17.7,0
WH_DELHI_N,P0021,5427.0,2346.0,167.6,32.4,0
WH_DELHI_N,P0545,1623.0,1786.0,127.6,12.7,1
WH_DELHI_N,P0193,2555.0,1810.0,129.3,19.8,0
WH_DELHI_N,P0663,2709.0,960.0,68.6,39.5,0
WH_DELHI_N,P0511,5277.0,1677.0,119.8,44.0,0
WH_DELHI_N,P0041,3421.0,1873.0,133.8,25.6,0
WH_DELHI_N,P0998,2943.0,1208.0,86.3,34.1,0
WH_DELHI_N,P0783,1411.0,693.0,49.5,28.5,0
WH_DELHI_N,P0422,768.0,389.0,27.8,27.6,0
WH_DELHI_N,P0191,2448.0,767.0,54.8,44.7,0
WH_DELHI_N,P0666,1932.0,1988.0,142.0,13.6,1
WH_DELHI_N,P0364,4797.0,2044.0,146.0,32.9,0
WH_DELHI_N,P0524,1744.0,1429.0,102.1,17.1,0
WH_DELHI_N,P0662,4293.0,1974.0,141.0,30.4,0
WH_DELHI_N,P0581,1216.0,911.0,65.1,18.7,0
WH_DELHI_N,P0449,1699.0,1950.0,139.3,12.2,1
WH_DELHI_N,P0231,5584.0,1642.0,117.3,47.6,0
WH_DELHI_N,P0429,7796.0,2332.0,166.6,46.8,0
WH_DELHI_N,P0620,2336.0,1914.0,136.7,17.1,0
WH_DELHI_N,P0595,7675.0,2433.0,173.8,44.2,0
WH_DELHI_N,P0608,2210.0,769.0,54.9,40.3,0
WH_DELHI_N,P0150,2900.0,1137.0,81.2,35.7,0
WH_DELHI_N,P0357,1055.0,951.0,67.9,15.5,0
WH_DELHI_N,P0228,1706.0,1740.0,124.3,13.7,1
WH_DELHI_N,P0554,652.0,490.0,35.0,18.6,0
WH_DELHI_N,P0205,4146.0,2167.0,154.8,26.8,0
WH_DELHI_N,P0115,3323.0,1320.0,94.3,35.2,0
WH_DELHI_N,P0337,5760.0,2290.0,163.6,35.2,0
WH_DELHI_N,P0911,2147.0,2418.0,172.7,12.4,1
WH_DELHI_N,P0822,5478.0,2160.0,154.3,35.5,0
WH_DELHI_N,P0266,1839.0,1390.0,99.3,18.5,0
WH_DELHI_N,P0790,991.0,907.0,64.8,15.3,0
WH_DELHI_N,P0796,3669.0,1438.0,102.7,35.7,0
WH_DELHI_N,P0297,1749.0,1852.0,132.3,13.2,1
WH_DELHI_N,P0011,1525.0,1295.0,92.5,16.5,0
WH_DELHI_N,P0105,5052.0,1882.0,134.4,37.6,0
WH_DELHI_N,P0195,7317.0,2202.0,157.3,46.5,0
WH_DELHI_N,P0569,4528.0,1708.0,122.0,37.1,0
WH_DELHI_N,P0276,2816.0,825.0,58.9,47.8,0
WH_DELHI_N,P0188,1716.0,1329.0,94.9,18.1,0
WH_DELHI_N,P0711,2164.0,1266.0,90.4,23.9,0
WH_DELHI_N,P0391,2725.0,1134.0,81.0,33.6,0
WH_DELHI_N,P0673,2390.0,1870.0,133.6,17.9,0
WH_DELHI_N,P0553,5702.0,2456.0,175.4,32.5,0
WH_DELHI_N,P0161,1060.0,1432.0,102.3,10.4,1
WH_DELHI_N,P0230,6076.0,1774.0,126.7,48.0,0
WH_DELHI_N,P0821,4700.0,1763.0,125.9,37.3,0
WH_DELHI_N,P0651,865.0,279.0,19.9,43.5,0
WH_DELHI_N,P0189,7140.0,2306.0,164.7,43.4,0
WH_DELHI_N,P0135,2416.0,1904.0,136.0,17.8,0
WH_DELHI_N,P0279,1802.0,662.0,47.3,38.1,0
WH_DELHI_N,P0641,868.0,734.0,52.4,16.6,0
WH_DELHI_N,P0926,5460.0,2258.0,161.3,33.8,0
WH_DELHI_N,P0568,677.0,680.0,48.6,13.9,1
WH_DELHI_N,P0286,1823.0,757.0,54.1,33.7,0
WH_DELHI_N,P0583,1130.0,1170.0,83.6,13.5,1
WH_DELHI_N,P0198,1344.0,1326.0,94.7,14.2,0
WH_DELHI_N,P0254,1210.0,1162.0,83.0,14.6,0
WH_DELHI_N,P0103,4405.0,1309.0,93.5,47.1,0
WH_DELHI_N,P0152,1959.0,1278.0,91.3,21.5,0
WH_DELHI_N,P0754,275.0,284.0,20.3,13.5,1
WH_DELHI_N,P0759,2221.0,2171.0,155.1,14.3,0
WH_DELHI_N,P0763,1668.0,1597.0,114.1,14.6,0
WH_DELHI_N,P0056,1353.0,661.0,47.2,28.7,0
WH_DELHI_N,P0780,935.0,350.0,25.0,37.4,0
WH_DELHI_N,P0084,1954.0,1137.0,81.2,24.1,0
WH_DELHI_N,P0465,850.0,1028.0,73.4,11.6,1
WH_DELHI_N,P0907,875.0,564.0,40.3,21.7,0
WH_DELHI_N,P0893,5226.0,2090.0,149.3,35.0,0
WH_DELHI_N,P0592,6846.0,2337.0,166.9,41.0,0
WH_DELHI_N,P0716,1256.0,591.0,42.2,29.8,0
WH_DELHI_N,P0837,3438.0,1387.0,99.1,34.7,0
WH_DELHI_N,P0892,1139.0,399.0,28.5,40.0,0
WH_DELHI_N,P0408,2802.0,868.0,62.0,45.2,0
WH_DELHI_N,P0213,2989.0,2352.0,168.0,17.8,0
WH_DELHI_N,P0693,3867.0,2353.0,168.1,23.0,0
WH_DELHI_N,P0476,1370.0,755.0,53.9,25.4,0
WH_DELHI_N,P0925,1170.0,543.0,38.8,30.2,0
WH_DELHI_N,P0261,2102.0,659.0,47.1,44.6,0
WH_DELHI_N,P0746,2639.0,2486.0,177.6,14.9,0
WH_DELHI_N,P0079,1718.0,700.0,50.0,34.4,0
WH_DELHI_N,P0915,5114.0,1967.0,140.5,36.4,0
WH_DELHI_N,P0430,847.0,571.0,40.8,20.8,0
WH_DELHI_N,P0316,2347.0,1947.0,139.1,16.9,0
WH_DELHI_N,P0988,288.0,287.0,20.5,14.0,0
WH_DELHI_N,P0674,4631.0,1450.0,103.6,44.7,0
WH_DELHI_N,P0491,4848.0,2243.0,160.2,30.3,0
WH_DELHI_N,P0971,3065.0,1809.0,129.2,23.7,0
WH_DELHI_N,P0487,3449.0,2433.0,173.8,19.8,0
WH_DELHI_N,P0918,3971.0,1645.0,117.5,33.8,0
WH_DELHI_N,P0083,6694.0,1975.0,141.1,47.4,0
WH_DELHI_N,P0637,1816.0,896.0,64.0,28.4,0
WH_DELHI_N,P0371,5596.0,2370.0,169.3,33.1,0
WH_DELHI_N,P0335,2895.0,1190.0,85.0,34.1,0
WH_DELHI_N,P0076,2935.0,1137.0,81.2,36.1,0
WH_DELHI_N,P0466,5697.0,1749.0,124.9,45.6,0
WH_DELHI_N,P0904,749.0,619.0,44.2,16.9,0
WH_DELHI_N,P0876,2433.0,886.0,63.3,38.4,0
WH_DELHI_N,P0432,2925.0,1386.0,99.0,29.5,0
WH_DELHI_N,P0458,5880.0,1974.0,141.0,41.7,0
WH_DELHI_N,P0202,1039.0,1446.0,103.3,10.1,1
WH_DELHI_N,P0952,1142.0,991.0,70.8,16.1,0
WH_DELHI_N,P0069,1816.0,1732.0,123.7,14.7,0
WH_DELHI_N,P0521,525.0,252.0,18.0,29.2,0
WH_DELHI_N,P0565,6613.0,2176.0,155.4,42.6,0
WH_DELHI_N,P0714,5471.0,1988.0,142.0,38.5,0
WH_DELHI_N,P0143,5650.0,2335.0,166.8,33.9,0
WH_DELHI_N,P0962,590.0,797.0,56.9,10.4,1
WH_DELHI_N,P0470,1001.0,479.0,34.2,29.3,0
WH_DELHI_N,P0708,2460.0,972.0,69.4,35.4,0
WH_DELHI_N,P0755,3316.0,1439.0,102.8,32.3,0
WH_DELHI_N,P0598,1207.0,456.0,32.6,37.0,0
WH_DELHI_N,P0909,4474.0,2176.0,155.4,28.8,0
WH_DELHI_N,P0410,1698.0,753.0,53.8,31.6,0
WH_DELHI_N,P0927,1213.0,1295.0,92.5,13.1,1
WH_DELHI_N,P0119,4482.0,1736.0,124.0,36.1,0
WH_DELHI_N,P0719,1514.0,465.0,33.2,45.6,0
WH_DELHI_N,P0332,4016.0,1883.0,134.5,29.9,0
WH_DELHI_N,P0834,2762.0,1529.0,109.2,25.3,0
WH_DELHI_N,P0368,4952.0,2131.0,152.2,32.5,0
WH_DELHI_N,P0102,1593.0,606.0,43.3,36.8,0
WH_DELHI_N,P0356,3334.0,1473.0,105.2,31.7,0
WH_DELHI_N,P0319,4001.0,1802.0,128.7,31.1,0
WH_DELHI_N,P0627,225.0,213.0,15.2,14.8,0
WH_DELHI_N,P0220,3007.0,1659.0,118.5,25.4,0
WH_DELHI_N,P0088,841.0,970.0,69.3,12.1,1
WH_DELHI_N,P0280,1635.0,2166.0,154.7,10.6,1
WH_DELHI_N,P0867,1352.0,1067.0,76.2,17.7,0
WH_DELHI_N,P0176,951.0,424.0,30.3,31.4,0
WH_DELHI_N,P0748,4768.0,1441.0,102.9,46.3,0
WH_DELHI_N,P0267,1652.0,561.0,40.1,41.2,0
WH_DELHI_N,P0347,4029.0,1998.0,142.7,28.2,0
WH_DELHI_N,P0712,365.0,360.0,25.7,14.2,0
WH_DELHI_N,P0801,4629.0,2290.0,163.6,28.3,0
WH_DELHI_N,P0345,1594.0,798.0,57.0,28.0,0
WH_DELHI_N,P0070,5757.0,1957.0,139.8,41.2,0
WH_DELHI_N,P0584,909.0,960.0,68.6,13.3,1
WH_DELHI_N,P0091,3509.0,1680.0,120.0,29.2,0
WH_DELHI_N,P0994,1107.0,384.0,27.4,40.4,0
WH_DELHI_N,P0824,5470.0,1960.0,140.0,39.1,0
WH_DELHI_N,P0131,1633.0,896.0,64.0,25.5,0
WH_DELHI_N,P0560,2607.0,974.0,69.6,37.5,0
WH_DELHI_N,P0479,2813.0,1949.0,139.2,20.2,0
WH_DELHI_N,P0709,1251.0,1330.0,95.0,13.2,1
WH_DELHI_N,P0913,6847.0,2297.0,164.1,41.7,0
WH_DELHI_N,P0038,5618.0,1945.0,138.9,40.4,0
WH_DELHI_N,P0064,4924.0,1533.0,109.5,45.0,0
WH_DELHI_N,P0022,2663.0,1085.0,77.5,34.4,0
WH_DELHI_N,P0965,1694.0,497.0,35.5,47.7,0
WH_DELHI_N,P0109,3149.0,934.0,66.7,47.2,0
WH_DELHI_N,P0809,3537.0,1788.0,127.7,27.7,0
WH_DELHI_N,P0633,2204.0,1467.0,104.8,21.0,0
WH_DELHI_N,P0992,2232.0,1478.0,105.6,21.1,0
WH_KOLKATA_E,P0353,5456.0,2208.0,157.7,34.6,0
WH_KOLKATA_E,P0857,857.0,783.0,55.9,15.3,0
WH_KOLKATA_E,P0300,477.0,332.0,23.7,20.1,0
WH_KOLKATA_E,P0975,2879.0,1845.0,131.8,21.8,0
WH_KOLKATA_E,P0160,5287.0,1681.0,120.1,44.0,0
WH_KOLKATA_E,P0116,6784.0,2456.0,175.4,38.7,0
WH_KOLKATA_E,P0836,4599.0,1749.0,124.9,36.8,0
WH_KOLKATA_E,P0005,1455.0,540.0,38.6,37.7,0
WH_KOLKATA_E,P0840,1590.0,1240.0,88.6,17.9,0
WH_KOLKATA_E,P0791,691.0,358.0,25.6,27.0,0
