po_id,supplier_id,product_id,plant_warehouse_id,ordered_qty,received_qty,unit_purchase_cost,po_order_date,po_promised_date,po_dock_delivery_date,procurement_on_time,procurement_in_full,procurement_otif
PO-2024-50878,P0129_S1,P0297,WH_NAGPUR_C,1542,1542,444.77,2024-08-17,2024-08-23,2024-08-22 08:00:00,1,1,1
PO-2024-50879,P0049_S5,P0674,WH_KOLKATA_E,653,653,251.02,2024-08-18,2024-08-23,2024-08-22 09:00:00,1,1,1
PO-2024-50880,P0042_S3,P0852,WH_KOLKATA_E,503,503,661.3,2024-08-19,2024-08-24,2024-08-23 19:00:00,1,1,1
PO-2024-50881,P0071_S2,P0988,WH_KOLKATA_E,917,917,817.98,2024-08-20,2024-08-25,2024-08-24 20:00:00,1,1,1
PO-2024-50882,P0064_S1,P0083,WH_RIYADH_GCC,1305,1305,543.88,2024-08-21,2024-08-24,2024-08-25 00:00:00,0,1,0
PO-2024-50883,P0039_S2,P0584,WH_BLR_S,1428,1348,480.06,2024-08-22,2024-08-26,2024-09-08 00:00:00,0,0,0
PO-2024-50884,P0018_S3,P0876,WH_DOHA_GCC,1939,1939,441.83,2024-08-23,2024-08-29,2024-08-30 00:00:00,0,1,0
PO-2024-50885,P0044_S3,P0115,WH_DOHA_GCC,1129,1129,766.31,2024-08-24,2024-08-30,2024-08-31 00:00:00,0,1,0
PO-2024-50886,P0137_S2,P0596,WH_KOLKATA_E,1914,1914,238.49,2024-08-25,2024-08-30,2024-09-02 00:00:00,0,1,0
PO-2024-50887,P0131_S1,P0195,WH_MUMBAI_W,1959,1959,576.86,2024-08-26,2024-08-31,2024-09-01 00:00:00,0,1,0
PO-2024-50888,P0092_S2,P0150,WH_RIYADH_GCC,1703,1703,224.53,2024-08-27,2024-09-01,2024-09-07 00:00:00,0,1,0
PO-2024-50889,P0109_S2,P0372,WH_DELHI_N,980,980,652.65,2024-08-28,2024-09-01,2024-09-01 00:00:00,1,1,1
PO-2024-50890,P0103_S3,P0116,WH_MUMBAI_W,1254,1254,176.31,2024-08-29,2024-09-02,2024-09-01 13:00:00,1,1,1
PO-2024-50891,P0122_S2,P0041,WH_DUBAI_GCC,1467,1410,245.09,2024-08-30,2024-09-04,2024-09-06 00:00:00,0,0,0
PO-2024-50892,P0001_S1,P0064,WH_DUBAI_GCC,806,726,251.65,2024-08-31,2024-09-07,2024-09-14 00:00:00,0,0,0
PO-2024-50893,P0111_S1,P0261,WH_MUMBAI_W,718,718,440.09,2024-09-01,2024-09-05,2024-09-06 00:00:00,0,1,0
PO-2024-50894,P0132_S4,P0080,WH_KOLKATA_E,1320,1320,292.58,2024-09-02,2024-09-07,2024-09-09 00:00:00,0,1,0
PO-2024-50895,P0099_S4,P0907,WH_DELHI_N,1959,1959,154.06,2024-09-03,2024-09-08,2024-09-12 00:00:00,0,1,0
PO-2024-50896,P0054_S4,P0056,WH_DELHI_N,737,737,681.03,2024-09-04,2024-09-09,2024-09-08 11:00:00,1,1,1
PO-2024-50897,P0055_S1,P0521,WH_RIYADH_GCC,895,843,579.83,2024-09-05,2024-09-11,2024-09-12 00:00:00,0,0,0
PO-2024-50898,P0105_S3,P0070,WH_DELHI_N,1399,1399,531.07,2024-09-06,2024-09-11,2024-09-10 05:00:00,1,1,1
PO-2024-50899,P0118_S1,P0796,WH_DUBAI_GCC,391,391,567.53,2024-09-07,2024-09-13,2024-09-15 00:00:00,0,1,0
PO-2024-50900,P0091_S2,P0651,WH_BLR_S,1857,1857,234.69,2024-09-08,2024-09-11,2024-09-10 01:00:00,1,1,1
PO-2024-50901,P0120_S2,P0716,WH_KOLKATA_E,964,964,371.17,2024-06-01,2024-06-06,2024-06-22 00:00:00,0,1,0
PO-2024-50902,P0122_S1,P0904,WH_DELHI_N,1882,1882,221.54,2024-06-02,2024-06-07,2024-06-06 06:00:00,1,1,1
PO-2024-50903,P0036_S3,P0005,WH_RIYADH_GCC,168,168,354.89,2024-06-03,2024-06-07,2024-06-12 00:00:00,0,1,0
PO-2024-50904,P0040_S5,P0988,WH_DUBAI_GCC,1020,1020,817.98,2024-06-04,2024-06-10,2024-06-17 00:00:00,0,1,0
PO-2024-50905,P0018_S3,P0198,WH_BLR_S,1645,1645,717.12,2024-06-05,2024-06-11,2024-06-13 00:00:00,0,1,0
PO-2024-50906,P0014_S2,P0988,WH_NAGPUR_C,335,335,817.98,2024-06-06,2024-06-10,2024-06-09 08:00:00,1,1,1
PO-2024-50907,P0049_S5,P0584,WH_NAGPUR_C,1014,1014,480.06,2024-06-07,2024-06-12,2024-06-11 04:00:00,1,1,1
PO-2024-50908,P0047_S1,P0342,WH_BLR_S,1761,1761,141.26,2024-06-08,2024-06-12,2024-06-16 00:00:00,0,1,0
PO-2024-50909,P0049_S5,P0022,WH_DUBAI_GCC,1557,1557,579.15,2024-06-09,2024-06-14,2024-06-13 23:00:00,1,1,1
PO-2024-50910,P0092_S2,P0189,WH_RIYADH_GCC,1592,1592,636.13,2024-06-10,2024-06-15,2024-06-14 13:00:00,1,1,1
PO-2024-50911,P0089_S2,P0022,WH_BLR_S,1895,1895,579.15,2024-06-11,2024-06-16,2024-06-15 03:00:00,1,1,1
PO-2024-50912,P0044_S4,P0962,WH_KOLKATA_E,1790,1790,121.58,2024-06-12,2024-06-18,2024-06-17 07:00:00,1,1,1
PO-2024-50913,P0025_S2,P0230,WH_KOLKATA_E,640,640,350.62,2024-06-13,2024-06-17,2024-06-16 01:00:00,1,1,1
PO-2024-50914,P0106_S5,P0909,WH_NAGPUR_C,117,117,330.78,2024-06-14,2024-06-19,2024-06-18 14:00:00,1,1,1
PO-2024-50915,P0061_S4,P0267,WH_DELHI_N,1137,1137,214.25,2024-06-15,2024-06-20,2024-06-22 00:00:00,0,1,0
PO-2024-50916,P0059_S1,P0662,WH_RIYADH_GCC,724,724,733.15,2024-06-16,2024-06-20,2024-06-19 22:00:00,1,1,1
PO-2024-50917,P0074_S1,P0213,WH_NAGPUR_C,1770,1770,430.58,2024-06-17,2024-06-22,2024-06-21 22:00:00,1,1,1
PO-2024-50918,P0067_S1,P0663,WH_DELHI_N,1443,1443,819.02,2024-06-18,2024-06-23,2024-06-22 09:00:00,1,1,1
PO-2024-50919,P0047_S5,P0458,WH_DELHI_N,1398,1398,815.8,2024-06-19,2024-06-23,2024-06-22 08:00:00,1,1,1
PO-2024-50920,P0066_S2,P0027,WH_DOHA_GCC,1582,1582,518.27,2024-06-20,2024-06-25,2024-06-24 07:00:00,1,1,1
PO-2024-50921,P0044_S2,P0160,WH_KOLKATA_E,1406,1406,799.31,2024-06-21,2024-06-27,2024-06-28 00:00:00,0,1,0
PO-2024-50922,P0006_S3,P0161,WH_DUBAI_GCC,1938,1938,286.46,2024-06-22,2024-06-26,2024-07-01 00:00:00,0,1,0
PO-2024-50923,P0127_S1,P0319,WH_MUMBAI_W,1925,1925,60.61,2024-06-23,2024-06-27,2024-06-26 02:00:00,1,1,1
PO-2024-50924,P0116_S2,P0662,WH_DUBAI_GCC,1572,1572,733.15,2024-06-24,2024-06-28,2024-06-30 00:00:00,0,1,0
PO-2024-50925,P0015_S3,P0530,WH_MUMBAI_W,800,800,62.31,2024-06-25,2024-06-29,2024-07-05 00:00:00,0,1,0
PO-2024-50926,P0068_S1,P0952,WH_BLR_S,889,889,498.09,2024-06-26,2024-07-02,2024-07-04 00:00:00,0,1,0
PO-2024-50927,P0089_S4,P0357,WH_KOLKATA_E,992,992,485.59,2024-06-27,2024-07-02,2024-07-07 00:00:00,0,1,0
PO-2024-50928,P0004_S5,P0353,WH_DELHI_N,1775,1775,809.34,2024-06-28,2024-07-04,2024-07-06 00:00:00,0,1,0
PO-2024-50929,P0042_S5,P0674,WH_RIYADH_GCC,834,834,251.02,2024-06-29,2024-07-04,2024-07-05 00:00:00,0,1,0
PO-2024-50930,P0119_S5,P0159,WH_MUMBAI_W,246,246,396.66,2024-06-30,2024-07-05,2024-07-13 00:00:00,0,1,0
PO-2024-50931,P0001_S1,P0673,WH_DUBAI_GCC,753,753,497.14,2024-07-01,2024-07-08,2024-07-07 19:00:00,1,1,1
PO-2024-50932,P0106_S4,P0634,WH_DELHI_N,1040,1040,735.1,2024-07-02,2024-07-07,2024-07-06 18:00:00,1,1,1
PO-2024-50933,P0017_S2,P0372,WH_MUMBAI_W,807,807,652.65,2024-07-03,2024-07-07,2024-07-06 06:00:00,1,1,1
PO-2024-50934,P0106_S5,P0748,WH_MUMBAI_W,236,236,180.2,2024-07-04,2024-07-09,2024-07-08 22:00:00,1,1,1
PO-2024-50935,P0077_S1,P0266,WH_DOHA_GCC,1273,1273,210.02,2024-07-05,2024-07-11,2024-07-10 19:00:00,1,1,1
PO-2024-50936,P0043_S1,P0866,WH_MUMBAI_W,1842,1842,559.34,2024-07-06,2024-07-09,2024-07-20 00:00:00,0,1,0
PO-2024-50937,P0136_S1,P0962,WH_RIYADH_GCC,651,651,121.58,2024-07-07,2024-07-10,2024-07-09 05:00:00,1,1,1
PO-2024-50938,P0127_S1,P0205,WH_KOLKATA_E,824,824,554.68,2024-07-08,2024-07-12,2024-07-13 00:00:00,0,1,0
PO-2024-50939,P0132_S2,P0294,WH_RIYADH_GCC,1341,1341,37.9,2024-07-09,2024-07-14,2024-07-13 01:00:00,1,1,1
PO-2024-50940,P0004_S3,P0567,WH_NAGPUR_C,1535,1535,369.36,2024-07-10,2024-07-16,2024-07-15 23:00:00,1,1,1
PO-2024-50941,P0095_S3,P0408,WH_DELHI_N,1544,1544,169.65,2024-07-11,2024-07-15,2024-07-14 18:00:00,1,1,1
PO-2024-50942,P0065_S3,P0422,WH_KOLKATA_E,1226,1226,428.8,2024-07-12,2024-07-17,2024-07-16 15:00:00,1,1,1
PO-2024-50943,P0081_S1,P0821,WH_DOHA_GCC,74,74,495.3,2024-07-13,2024-07-18,2024-07-22 00:00:00,0,1,0
PO-2024-50944,P0131_S1,P0152,WH_KOLKATA_E,1664,1664,249.02,2024-07-14,2024-07-19,2024-07-21 00:00:00,0,1,0
PO-2024-50945,P0102_S3,P0449,WH_KOLKATA_E,1813,1813,312.65,2024-07-15,2024-07-20,2024-07-19 03:00:00,1,1,1
PO-2024-50946,P0132_S3,P0021,WH_DUBAI_GCC,281,281,247.27,2024-07-16,2024-07-21,2024-07-28 00:00:00,0,1,0
PO-2024-50947,P0117_S4,P0662,WH_KOLKATA_E,1351,1351,733.15,2024-07-17,2024-07-21,2024-07-24 00:00:00,0,1,0
PO-2024-50948,P0046_S1,P0297,WH_DOHA_GCC,1852,1852,444.77,2024-07-18,2024-07-23,2024-07-22 17:00:00,1,1,1
PO-2024-50949,P0106_S4,P0294,WH_RIYADH_GCC,1099,1099,37.9,2024-07-19,2024-07-24,2024-07-23 23:00:00,1,1,1
PO-2024-50950,P0003_S3,P0914,WH_KOLKATA_E,174,174,387.45,2024-07-20,2024-07-25,2024-07-24 04:00:00,1,1,1
PO-2024-50951,P0037_S3,P0353,WH_BLR_S,165,165,809.34,2024-07-21,2024-07-26,2024-07-25 05:00:00,1,1,1
PO-2024-50952,P0099_S4,P0005,WH_DELHI_N,169,169,354.89,2024-07-22,2024-07-27,2024-08-06 00:00:00,0,1,0
PO-2024-50953,P0047_S5,P0084,WH_KOLKATA_E,1930,1930,819.18,2024-07-23,2024-07-27,2024-07-26 18:00:00,1,1,1
PO-2024-50954,P0029_S2,P0641,WH_DELHI_N,474,474,529.5,2024-07-24,2024-07-29,2024-07-30 00:00:00,0,1,0
PO-2024-50955,P0041_S2,P0712,WH_BLR_S,457,457,255.8,2024-07-25,2024-07-30,2024-07-29 06:00:00,1,1,1
PO-2024-50956,P0053_S4,P0567,WH_BLR_S,1392,1392,369.36,2024-07-26,2024-08-01,2024-07-31 09:00:00,1,1,1
PO-2024-50957,P0092_S1,P0746,WH_DELHI_N,901,901,589.27,2024-07-27,2024-08-01,2024-07-31 03:00:00,1,1,1
PO-2024-50958,P0051_S1,P0422,WH_MUMBAI_W,1463,1463,428.8,2024-07-28,2024-08-02,2024-08-04 00:00:00,0,1,0
PO-2024-50959,P0009_S2,P0247,WH_NAGPUR_C,1482,1482,38.17,2024-07-29,2024-08-03,2024-08-02 16:00:00,1,1,1
PO-2024-50960,P0064_S1,P0222,WH_DUBAI_GCC,1216,1114,189.04,2024-07-30,2024-08-02,2024-08-05 00:00:00,0,0,0
PO-2024-50961,P0102_S2,P0266,WH_MUMBAI_W,767,767,210.02,2024-07-31,2024-08-05,2024-08-04 17:00:00,1,1,1
PO-2024-50962,P0013_S4,P0430,WH_MUMBAI_W,650,650,555.71,2024-08-01,2024-08-06,2024-08-08 00:00:00,0,1,0
PO-2024-50963,P0066_S3,P0759,WH_RIYADH_GCC,1974,1974,550.88,2024-08-02,2024-08-07,2024-08-11 00:00:00,0,1,0
PO-2024-50964,P0055_S2,P0143,WH_DUBAI_GCC,426,408,633.05,2024-08-03,2024-08-09,2024-08-13 00:00:00,0,0,0
PO-2024-50965,P0119_S1,P0247,WH_DUBAI_GCC,914,914,38.17,2024-08-04,2024-08-09,2024-08-11 00:00:00,0,1,0
PO-2024-50966,P0128_S2,P0824,WH_MUMBAI_W,1200,1200,825.18,2024-08-05,2024-08-10,2024-08-09 13:00:00,1,1,1
PO-2024-50967,P0043_S2,P0422,WH_KOLKATA_E,998,998,428.8,2024-08-06,2024-08-09,2024-08-08 23:00:00,1,1,1
PO-2024-50968,P0058_S1,P0907,WH_RIYADH_GCC,1154,1154,154.06,2024-08-07,2024-08-12,2024-08-11 17:00:00,1,1,1
PO-2024-50969,P0120_S2,P0836,WH_RIYADH_GCC,289,289,381.35,2024-08-08,2024-08-13,2024-08-16 00:00:00,0,1,0
PO-2024-50970,P0061_S3,P0300,WH_BLR_S,722,722,403.88,2024-08-09,2024-08-14,2024-08-16 00:00:00,0,1,0
PO-2024-50971,P0132_S4,P0056,WH_DOHA_GCC,710,673,681.03,2024-08-10,2024-08-15,2024-08-22 00:00:00,0,0,0
PO-2024-50972,P0064_S1,P0521,WH_DUBAI_GCC,400,400,579.83,2024-08-11,2024-08-14,2024-08-13 16:00:00,1,1,1
PO-2024-50973,P0070_S2,P0152,WH_MUMBAI_W,1596,1596,249.02,2024-08-12,2024-08-18,2024-08-17 16:00:00,1,1,1
PO-2024-50974,P0119_S3,P0154,WH_BLR_S,1547,1547,375.75,2024-08-13,2024-08-18,2024-08-17 16:00:00,1,1,1
PO-2024-50975,P0115_S1,P0097,WH_DELHI_N,722,722,230.67,2024-08-14,2024-08-19,2024-08-19 00:00:00,1,1,1
PO-2024-50976,P0015_S2,P0907,WH_NAGPUR_C,1834,1834,154.06,2024-08-15,2024-08-19,2024-08-18 10:00:00,1,1,1
PO-2024-50977,P0011_S4,P0030,WH_DOHA_GCC,539,539,388.13,2024-08-16,2024-08-21,2024-08-22 00:00:00,0,1,0
PO-2024-50978,P0074_S2,P0913,WH_DOHA_GCC,638,638,649.59,2024-08-17,2024-08-22,2024-08-24 00:00:00,0,1,0
PO-2024-50979,P0112_S1,P0837,WH_DOHA_GCC,1295,1295,650.22,2024-08-18,2024-08-22,2024-08-28 00:00:00,0,1,0
PO-2024-50980,P0026_S1,P0222,WH_RIYADH_GCC,1434,1434,189.04,2024-08-19,2024-08-23,2024-08-25 00:00:00,0,1,0
PO-2024-50981,P0106_S2,P0125,WH_DELHI_N,1554,1554,192.53,2024-08-20,2024-08-25,2024-08-29 00:00:00,0,1,0
PO-2024-50982,P0075_S3,P0091,WH_DOHA_GCC,584,584,666.52,2024-08-21,2024-08-25,2024-08-24 09:00:00,1,1,1
PO-2024-50983,P0057_S2,P0596,WH_DELHI_N,827,827,238.49,2024-08-22,2024-08-27,2024-08-26 17:00:00,1,1,1
PO-2024-50984,P0089_S2,P0276,WH_KOLKATA_E,1335,1335,659.06,2024-08-23,2024-08-28,2024-08-27 19:00:00,1,1,1
PO-2024-50985,P0118_S1,P0261,WH_DOHA_GCC,1299,1299,440.09,2024-08-24,2024-08-30,2024-08-31 00:00:00,0,1,0
PO-2024-50986,P0128_S5,P0589,WH_NAGPUR_C,599,599,287.35,2024-08-25,2024-08-30,2024-08-29 23:00:00,1,1,1
PO-2024-50987,P0004_S1,P0342,WH_DELHI_N,655,655,141.26,2024-08-26,2024-09-01,2024-08-31 21:00:00,1,1,1
PO-2024-50988,P0091_S2,P0876,WH_DELHI_N,1426,1426,441.83,2024-08-27,2024-08-30,2024-08-30 00:00:00,1,1,1
PO-2024-50989,P0084_S2,P0700,WH_NAGPUR_C,1705,1705,821.65,2024-08-28,2024-09-01,2024-08-31 03:00:00,1,1,1
PO-2024-50990,P0071_S2,P0342,WH_DOHA_GCC,415,415,141.26,2024-08-29,2024-09-03,2024-09-02 11:00:00,1,1,1
PO-2024-50991,P0073_S3,P0608,WH_NAGPUR_C,305,305,835.29,2024-08-30,2024-09-03,2024-09-06 00:00:00,0,1,0
PO-2024-50992,P0104_S2,P0083,WH_DELHI_N,454,454,543.88,2024-08-31,2024-09-04,2024-09-09 00:00:00,0,1,0
PO-2024-50993,P0002_S3,P0595,WH_NAGPUR_C,689,689,237.8,2024-09-01,2024-09-05,2024-09-06 00:00:00,0,1,0
PO-2024-50994,P0036_S5,P0759,WH_DELHI_N,1272,1272,550.88,2024-09-02,2024-09-06,2024-09-05 23:00:00,1,1,1
PO-2024-50995,P0084_S5,P0432,WH_DELHI_N,1435,1435,763.81,2024-09-03,2024-09-07,2024-09-06 18:00:00,1,1,1
PO-2024-50996,P0106_S5,P0056,WH_KOLKATA_E,1915,1915,681.03,2024-09-04,2024-09-09,2024-09-08 17:00:00,1,1,1
PO-2024-50997,P0020_S2,P0056,WH_MUMBAI_W,995,995,681.03,2024-09-05,2024-09-10,2024-09-19 00:00:00,0,1,0
PO-2024-50998,P0044_S1,P0372,WH_DELHI_N,1080,1080,652.65,2024-09-06,2024-09-12,2024-09-26 00:00:00,0,1,0
PO-2024-50999,P0065_S3,P0056,WH_DOHA_GCC,1018,1018,681.03,2024-09-07,2024-09-12,2024-09-15 00:00:00,0,1,0
PO-2024-51000,P0070_S1,P0005,WH_BLR_S,183,183,354.89,2024-09-08,2024-09-14,2024-09-15 00:00:00,0,1,0
PO-2024-51001,P0050_S4,P0102,WH_RIYADH_GCC,309,309,93.39,2024-06-01,2024-06-06,2024-06-05 22:00:00,1,1,1
PO-2024-51002,P0079_S1,P0084,WH_DUBAI_GCC,720,720,819.18,2024-06-02,2024-06-08,2024-06-07 06:00:00,1,1,1
PO-2024-51003,P0098_S2,P0105,WH_MUMBAI_W,1955,1955,680.72,2024-06-03,2024-06-08,2024-06-07 22:00:00,1,1,1
PO-2024-51004,P0083_S2,P0363,WH_MUMBAI_W,267,233,688.03,2024-06-04,2024-06-09,2024-06-11 00:00:00,0,0,0
PO-2024-51005,P0019_S3,P0356,WH_MUMBAI_W,250,250,819.66,2024-06-05,2024-06-11,2024-06-10 12:00:00,1,1,1
PO-2024-51006,P0063_S2,P0568,WH_KOLKATA_E,882,882,756.46,2024-06-06,2024-06-11,2024-06-12 00:00:00,0,1,0
PO-2024-51007,P0098_S3,P0116,WH_DELHI_N,1815,1815,176.31,2024-06-07,2024-06-12,2024-06-11 04:00:00,1,1,1
PO-2024-51008,P0091_S5,P0712,WH_KOLKATA_E,1150,1150,255.8,2024-06-08,2024-06-11,2024-06-10 05:00:00,1,1,1
PO-2024-51009,P0083_S3,P0294,WH_DELHI_N,620,579,37.9,2024-06-09,2024-06-14,2024-06-17 00:00:00,0,0,0
PO-2024-51010,P0050_S4,P0231,WH_DOHA_GCC,1679,1679,595.02,2024-06-10,2024-06-15,2024-06-14 17:00:00,1,1,1
PO-2024-51011,P0132_S4,P0824,WH_KOLKATA_E,1158,1158,825.18,2024-06-11,2024-06-16,2024-06-15 20:00:00,1,1,1
PO-2024-51012,P0120_S2,P0584,WH_KOLKATA_E,1068,1068,480.06,2024-06-12,2024-06-17,2024-06-16 05:00:00,1,1,1
PO-2024-51013,P0032_S1,P0364,WH_RIYADH_GCC,1653,1653,836.32,2024-06-13,2024-06-18,2024-06-23 00:00:00,0,1,0
PO-2024-51014,P0034_S1,P0759,WH_BLR_S,505,505,550.88,2024-06-14,2024-06-19,2024-06-23 00:00:00,0,1,0
PO-2024-51015,P0032_S2,P0809,WH_KOLKATA_E,961,961,278.92,2024-06-15,2024-06-20,2024-06-24 00:00:00,0,1,0
PO-2024-51016,P0110_S1,P0408,WH_RIYADH_GCC,1018,1018,169.65,2024-06-16,2024-06-21,2024-06-25 00:00:00,0,1,0
PO-2024-51017,P0117_S1,P0642,WH_NAGPUR_C,621,621,488.03,2024-06-17,2024-06-21,2024-06-20 17:00:00,1,1,1
PO-2024-51018,P0144_S1,P0801,WH_BLR_S,1822,1822,589.9,2024-06-18,2024-06-24,2024-06-28 00:00:00,0,1,0
PO-2024-51019,P0091_S1,P0069,WH_DOHA_GCC,895,895,100.66,2024-06-19,2024-06-22,2024-06-25 00:00:00,0,1,0
PO-2024-51020,P0003_S1,P0027,WH_KOLKATA_E,762,762,518.27,2024-06-20,2024-06-25,2024-06-24 04:00:00,1,1,1
PO-2024-51021,P0137_S2,P0809,WH_DUBAI_GCC,657,657,278.92,2024-06-21,2024-06-26,2024-07-10 00:00:00,0,1,0
PO-2024-51022,P0134_S2,P0357,WH_MUMBAI_W,1493,1493,485.59,2024-06-22,2024-06-27,2024-06-26 07:00:00,1,1,1
PO-2024-51023,P0057_S2,P0780,WH_NAGPUR_C,589,589,638.84,2024-06-23,2024-06-28,2024-06-27 09:00:00,1,1,1
PO-2024-51024,P0101_S1,P0975,WH_NAGPUR_C,1921,1921,41.98,2024-06-24,2024-06-29,2024-06-28 03:00:00,1,1,1
PO-2024-51025,P0040_S4,P0821,WH_DOHA_GCC,1789,1789,495.3,2024-06-25,2024-07-01,2024-06-30 21:00:00,1,1,1
PO-2024-51026,P0102_S3,P0337,WH_RIYADH_GCC,1361,1361,332.13,2024-06-26,2024-07-01,2024-06-30 03:00:00,1,1,1
PO-2024-51027,P0077_S1,P0479,WH_NAGPUR_C,1440,1440,695.64,2024-06-27,2024-07-03,2024-07-16 00:00:00,0,1,0
PO-2024-51028,P0125_S2,P0581,WH_BLR_S,741,741,38.68,2024-06-28,2024-07-02,2024-07-01 07:00:00,1,1,1
PO-2024-51029,P0007_S1,P0821,WH_KOLKATA_E,1191,1022,495.3,2024-06-29,2024-07-05,2024-07-09 00:00:00,0,0,0
PO-2024-51030,P0139_S5,P0651,WH_KOLKATA_E,834,834,234.69,2024-06-30,2024-07-04,2024-07-06 00:00:00,0,1,0
PO-2024-51031,P0017_S1,P0565,WH_DUBAI_GCC,59,59,118.61,2024-07-01,2024-07-05,2024-07-16 00:00:00,0,1,0
PO-2024-51032,P0048_S1,P0783,WH_DOHA_GCC,547,547,548.34,2024-07-02,2024-07-09,2024-07-08 17:00:00,1,1,1
PO-2024-51033,P0058_S2,P0918,WH_MUMBAI_W,220,220,434.23,2024-07-03,2024-07-08,2024-07-07 10:00:00,1,1,1
PO-2024-51034,P0132_S1,P0316,WH_RIYADH_GCC,1129,1129,702.03,2024-07-04,2024-07-09,2024-07-11 00:00:00,0,1,0
PO-2024-51035,P0026_S2,P0517,WH_MUMBAI_W,1142,1142,297.99,2024-07-05,2024-07-09,2024-07-11 00:00:00,0,1,0
PO-2024-51036,P0043_S2,P0139,WH_NAGPUR_C,427,427,598.2,2024-07-06,2024-07-09,2024-07-10 00:00:00,0,1,0
PO-2024-51037,P0027_S2,P0914,WH_DOHA_GCC,714,714,387.45,2024-07-07,2024-07-11,2024-07-10 05:00:00,1,1,1
PO-2024-51038,P0024_S2,P0565,WH_DUBAI_GCC,624,624,118.61,2024-07-08,2024-07-13,2024-07-12 04:00:00,1,1,1
PO-2024-51039,P0131_S2,P0116,WH_MUMBAI_W,1740,1740,176.31,2024-07-09,2024-07-14,2024-07-13 19:00:00,1,1,1
PO-2024-51040,P0104_S3,P0620,WH_BLR_S,1884,1884,118.62,2024-07-10,2024-07-14,2024-07-13 05:00:00,1,1,1
PO-2024-51041,P0001_S1,P0337,WH_KOLKATA_E,569,569,332.13,2024-07-11,2024-07-18,2024-07-19 00:00:00,0,1,0
PO-2024-51042,P0016_S4,P0975,WH_NAGPUR_C,1502,1502,41.98,2024-07-12,2024-07-17,2024-07-20 00:00:00,0,1,0
PO-2024-51043,P0049_S5,P0790,WH_DUBAI_GCC,1415,1415,432.46,2024-07-13,2024-07-18,2024-07-26 00:00:00,0,1,0
PO-2024-51044,P0060_S1,P0491,WH_MUMBAI_W,530,530,57.14,2024-07-14,2024-07-19,2024-07-18 05:00:00,1,1,1
PO-2024-51045,P0077_S2,P0716,WH_RIYADH_GCC,1657,1657,371.17,2024-07-15,2024-07-21,2024-07-23 00:00:00,0,1,0
PO-2024-51046,P0128_S1,P0084,WH_BLR_S,696,696,819.18,2024-07-16,2024-07-21,2024-07-20 14:00:00,1,1,1
PO-2024-51047,P0128_S4,P0821,WH_BLR_S,1808,1808,495.3,2024-07-17,2024-07-22,2024-07-24 00:00:00,0,1,0
PO-2024-51048,P0105_S3,P0347,WH_MUMBAI_W,370,370,828.88,2024-07-18,2024-07-23,2024-07-29 00:00:00,0,1,0
PO-2024-51049,P0141_S1,P0581,WH_KOLKATA_E,1315,1315,38.68,2024-07-19,2024-07-23,2024-07-22 02:00:00,1,1,1
PO-2024-51050,P0084_S4,P0091,WH_MUMBAI_W,150,150,666.52,2024-07-20,2024-07-24,2024-07-23 08:00:00,1,1,1
PO-2024-51051,P0011_S3,P0064,WH_NAGPUR_C,482,482,251.65,2024-07-21,2024-07-26,2024-08-02 00:00:00,0,1,0
PO-2024-51052,P0099_S4,P0790,WH_MUMBAI_W,797,797,432.46,2024-07-22,2024-07-27,2024-07-26 10:00:00,1,1,1
PO-2024-51053,P0031_S1,P0487,WH_BLR_S,1823,1499,44.2,2024-07-23,2024-07-28,2024-07-29 00:00:00,0,0,0
PO-2024-51054,P0022_S2,P0294,WH_DUBAI_GCC,1389,1389,37.9,2024-07-24,2024-07-30,2024-08-11 00:00:00,0,1,0
PO-2024-51055,P0013_S2,P0347,WH_MUMBAI_W,180,180,828.88,2024-07-25,2024-07-30,2024-07-29 15:00:00,1,1,1
PO-2024-51056,P0045_S4,P0088,WH_KOLKATA_E,909,909,203.87,2024-07-26,2024-07-31,2024-08-10 00:00:00,0,1,0
PO-2024-51057,P0073_S2,P0589,WH_DOHA_GCC,1915,1915,287.35,2024-07-27,2024-07-31,2024-07-30 23:00:00,1,1,1
PO-2024-51058,P0047_S3,P0674,WH_DUBAI_GCC,275,275,251.02,2024-07-28,2024-08-01,2024-08-10 00:00:00,0,1,0
PO-2024-51059,P0126_S1,P0357,WH_RIYADH_GCC,1415,1415,485.59,2024-07-29,2024-08-02,2024-08-08 00:00:00,0,1,0
PO-2024-51060,P0036_S4,P0143,WH_DELHI_N,679,679,633.05,2024-07-30,2024-08-03,2024-08-02 16:00:00,1,1,1
PO-2024-51061,P0077_S1,P0716,WH_MUMBAI_W,950,950,371.17,2024-07-31,2024-08-06,2024-08-08 00:00:00,0,1,0
PO-2024-51062,P0108_S2,P0608,WH_KOLKATA_E,1170,1170,835.29,2024-08-01,2024-08-06,2024-08-08 00:00:00,0,1,0
PO-2024-51063,P0089_S5,P0533,WH_DUBAI_GCC,1058,1013,177.5,2024-08-02,2024-08-07,2024-08-08 00:00:00,0,0,0
PO-2024-51064,P0079_S2,P0540,WH_KOLKATA_E,1990,1666,396.05,2024-08-03,2024-08-09,2024-08-15 00:00:00,0,0,0
PO-2024-51065,P0128_S4,P0084,WH_RIYADH_GCC,1772,1772,819.18,2024-08-04,2024-08-09,2024-08-15 00:00:00,0,1,0
