order_id,product_id,warehouse_id,ordered_qty,base_purchase_cost,freight_cost,handling_cost,customs_tariff_cost,total_landed_cost,unit_landed_cost
ORD-2024-11809,P0125,WH_NAGPUR_C,31,5968.43,610.72,133.39,0.0,6712.54,216.53
ORD-2024-11810,P0598,WH_BLR_S,10,2174.1,1338.84,43.03,0.0,3555.97,355.6
ORD-2024-11811,P0011,WH_BLR_S,6,2559.36,1014.16,25.82,0.0,3599.34,599.89
ORD-2024-11812,P0926,WH_KOLKATA_E,17,9231.17,582.54,73.15,0.0,9886.86,581.58
ORD-2024-11813,P0857,WH_NAGPUR_C,38,19661.2,1084.54,163.51,0.0,20909.25,550.24
ORD-2024-11814,P0822,WH_BLR_S,7,2979.41,1096.25,30.12,0.0,4105.78,586.54
ORD-2024-11815,P0159,WH_KOLKATA_E,32,12693.12,1326.52,137.69,0.0,14157.33,442.42
ORD-2024-11816,P0125,WH_DELHI_N,13,2502.89,787.32,55.94,0.0,3346.15,257.4
ORD-2024-11817,P0064,WH_DELHI_N,6,1509.9,1258.86,25.82,0.0,2794.58,465.76
ORD-2024-11818,P0700,WH_KOLKATA_E,3,2464.95,484.86,12.91,0.0,2962.72,987.57
ORD-2024-11819,P0634,WH_BLR_S,27,19847.7,817.56,116.18,0.0,20781.44,769.68
ORD-2024-11820,P0962,WH_DELHI_N,45,5471.1,1019.42,193.63,0.0,6684.15,148.54
ORD-2024-11821,P0084,WH_DELHI_N,42,34405.56,981.3,180.72,0.0,35567.58,846.85
ORD-2024-11822,P0596,WH_BLR_S,26,6200.74,297.55,111.88,0.0,6610.17,254.24
ORD-2024-11823,P0198,WH_BLR_S,4,2868.48,670.59,17.21,0.0,3556.28,889.07
ORD-2024-11824,P0279,WH_NAGPUR_C,37,25630.64,583.34,159.21,0.0,26373.19,712.79
ORD-2024-11825,P0131,WH_KOLKATA_E,21,1625.4,1480.25,90.36,0.0,3196.01,152.19
ORD-2024-11826,P0913,WH_KOLKATA_E,28,18188.52,1632.7206,120.48,0.0,19941.72,712.2
ORD-2024-11827,P0711,WH_DELHI_N,18,13569.84,601.77,77.45,0.0,14249.06,791.61
ORD-2024-11828,P0759,WH_DELHI_N,32,17628.16,1417.09,137.69,0.0,19182.94,599.47
ORD-2024-11829,P0119,WH_BLR_S,39,8977.8,893.86,167.82,0.0,10039.48,257.42
ORD-2024-11830,P0357,WH_NAGPUR_C,33,16024.47,697.09,142.0,0.0,16863.56,511.02
ORD-2024-11831,P0755,WH_MUMBAI_W,26,15798.9,1277.16,111.88,0.0,17187.94,661.07
ORD-2024-11832,P0633,WH_DELHI_N,17,8292.09,1575.69,73.15,0.0,9940.93,584.76
ORD-2024-11833,P0115,WH_DELHI_N,29,22222.989999999998,610.14,124.79,0.0,22957.92,791.65
ORD-2024-11834,P0449,WH_BLR_S,20,6253.0,346.85,86.06,0.0,6685.91,334.3
ORD-2024-11835,P0470,WH_BLR_S,30,21465.0,1632.7206,129.09,0.0,23226.81,774.23
ORD-2024-11836,P0524,WH_NAGPUR_C,5,746.7,1183.3,21.51,0.0,1951.51,390.3
ORD-2024-11837,P0790,WH_DELHI_N,6,2594.7599999999998,495.29,25.82,0.0,3115.87,519.31
ORD-2024-11838,P0884,WH_MUMBAI_W,42,11942.279999999999,151.73,180.72,0.0,12274.73,292.26
ORD-2024-11839,P0530,WH_BLR_S,10,623.1,1100.08,43.03,0.0,1766.21,176.62
ORD-2024-11840,P0965,WH_BLR_S,6,1479.9,954.24,25.82,0.0,2459.96,409.99
ORD-2024-11841,P0202,WH_BLR_S,10,2884.3,557.88,43.03,0.0,3485.21,348.52
ORD-2024-11842,P0189,WH_MUMBAI_W,42,26717.46,1040.67,180.72,0.0,27938.85,665.21
ORD-2024-11843,P0608,WH_MUMBAI_W,21,17541.09,273.41,90.36,0.0,17904.86,852.61
ORD-2024-11844,P0913,WH_KOLKATA_E,44,28581.960000000003,624.48,189.33,0.0,29395.77,668.09
ORD-2024-11845,P0596,WH_NAGPUR_C,4,953.96,610.9,17.21,0.0,1582.07,395.52
ORD-2024-11846,P0159,WH_NAGPUR_C,13,5156.58,1396.79,55.94,0.0,6609.31,508.41
ORD-2024-11847,P0069,WH_MUMBAI_W,10,1006.5999999999999,543.86,43.03,0.0,1593.49,159.35
ORD-2024-11848,P0876,WH_KOLKATA_E,16,7069.28,570.27,68.85,0.0,7708.4,481.78
ORD-2024-11849,P0083,WH_KOLKATA_E,19,10333.72,1197.42,81.76,0.0,11612.9,611.21
ORD-2024-11850,P0716,WH_MUMBAI_W,6,2227.02,158.76,25.82,0.0,2411.6,401.93
ORD-2024-11851,P0038,WH_KOLKATA_E,26,10314.199999999999,1207.45,111.88,0.0,11633.53,447.44
ORD-2024-11852,P0530,WH_DELHI_N,9,560.79,150.62,38.73,0.0,750.14,83.35
ORD-2024-11853,P0892,WH_MUMBAI_W,46,2895.7000000000003,241.79,197.94,0.0,3335.43,72.51
ORD-2024-11854,P0193,WH_BLR_S,10,3581.6000000000004,767.96,43.03,0.0,4392.59,439.26
ORD-2024-11855,P0247,WH_MUMBAI_W,40,1526.8000000000002,1543.93,172.12,0.0,3242.85,81.07
ORD-2024-11856,P0913,WH_DELHI_N,3,1948.77,286.94,12.91,0.0,2248.62,749.54
ORD-2024-11857,P0867,WH_DELHI_N,49,38223.920000000006,472.43,210.85,0.0,38907.2,794.02
ORD-2024-11858,P0852,WH_KOLKATA_E,19,12564.699999999999,1143.9,81.76,0.0,13790.36,725.81
ORD-2024-11859,P0719,WH_MUMBAI_W,35,8200.15,1571.47,150.6,0.0,9922.22,283.49
ORD-2024-11860,P0712,WH_KOLKATA_E,46,11766.800000000001,837.26,197.94,0.0,12802.0,278.3
ORD-2024-11861,P0925,WH_DELHI_N,6,1441.44,885.34,25.82,0.0,2352.6,392.1
ORD-2024-11862,P0836,WH_BLR_S,29,11059.150000000001,570.04,124.79,0.0,11753.98,405.31
ORD-2024-11863,P0852,WH_KOLKATA_E,19,12564.699999999999,786.93,81.76,0.0,13433.39,707.02
ORD-2024-11864,P0637,WH_BLR_S,44,16271.64,320.49,189.33,0.0,16781.46,381.4
ORD-2024-11865,P0642,WH_NAGPUR_C,15,7320.45,277.55,64.54,0.0,7662.54,510.84
ORD-2024-11866,P0491,WH_KOLKATA_E,38,2171.32,1206.62,163.51,0.0,3541.45,93.2
ORD-2024-11867,P0056,WH_NAGPUR_C,21,14301.63,829.58,90.36,0.0,15221.57,724.84
ORD-2024-11868,P0790,WH_DELHI_N,44,19028.239999999998,1315.79,189.33,0.0,20533.36,466.67
ORD-2024-11869,P0909,WH_KOLKATA_E,39,12900.419999999998,1106.84,167.82,0.0,14175.08,363.46
ORD-2024-11870,P0347,WH_NAGPUR_C,23,19064.24,95.6674,98.97,0.0,19258.88,837.34
ORD-2024-11871,P0666,WH_BLR_S,20,12515.599999999999,856.07,86.06,0.0,13457.73,672.89
ORD-2024-11872,P0294,WH_NAGPUR_C,42,1591.8,975.43,180.72,0.0,2747.95,65.43
ORD-2024-11873,P0280,WH_MUMBAI_W,2,1085.48,214.68,8.61,0.0,1308.77,654.38
ORD-2024-11874,P0852,WH_KOLKATA_E,45,29758.499999999996,1437.86,193.63,0.0,31389.99,697.56
ORD-2024-11875,P0975,WH_DELHI_N,32,1343.36,1220.43,137.69,0.0,2701.48,84.42
ORD-2024-11876,P0641,WH_NAGPUR_C,47,24886.5,1363.88,202.24,0.0,26452.62,562.82
ORD-2024-11877,P0335,WH_KOLKATA_E,28,23580.76,1054.41,120.48,0.0,24755.65,884.13
ORD-2024-11878,P0125,WH_MUMBAI_W,4,770.12,1489.15,17.21,0.0,2276.48,569.12
ORD-2024-11879,P0030,WH_MUMBAI_W,7,2716.91,295.5,30.12,0.0,3042.53,434.65
ORD-2024-11880,P0837,WH_KOLKATA_E,3,1950.66,1384.39,12.91,0.0,3347.96,1115.99
ORD-2024-11881,P0852,WH_DELHI_N,25,16532.5,1510.02,107.57,0.0,18150.09,726.0
ORD-2024-11882,P0708,WH_KOLKATA_E,48,10014.24,138.77,206.54,0.0,10359.55,215.82
ORD-2024-11883,P0337,WH_KOLKATA_E,9,2989.17,1090.72,38.73,0.0,4118.62,457.62
ORD-2024-11884,P0893,WH_DELHI_N,23,13102.179999999998,266.56,98.97,0.0,13467.71,585.55
ORD-2024-11885,P0404,WH_DELHI_N,23,14419.39,1096.44,98.97,0.0,15614.8,678.9
ORD-2024-11886,P0430,WH_BLR_S,49,27229.79,1565.1,210.85,0.0,29005.74,591.95
ORD-2024-11887,P0867,WH_BLR_S,26,20282.08,464.03,111.88,0.0,20857.99,802.23
ORD-2024-11888,P0195,WH_KOLKATA_E,40,23074.4,776.08,172.12,0.0,24022.6,600.56
ORD-2024-11889,P0530,WH_MUMBAI_W,18,1121.58,228.66,77.45,0.0,1427.69,79.32
ORD-2024-11890,P0688,WH_DELHI_N,24,4534.5599999999995,1134.92,103.27,0.0,5772.75,240.53
ORD-2024-11891,P0022,WH_NAGPUR_C,27,15637.05,310.64,116.18,0.0,16063.87,594.96
ORD-2024-11892,P0297,WH_NAGPUR_C,45,20014.649999999998,1587.44,193.63,0.0,21795.72,484.35
ORD-2024-11893,P0261,WH_DELHI_N,2,880.18,610.24,8.61,0.0,1499.03,749.52
ORD-2024-11894,P0584,WH_DELHI_N,1,480.06,376.15,4.3,0.0,860.51,860.51
ORD-2024-11895,P0161,WH_NAGPUR_C,48,13750.079999999998,1519.35,206.54,0.0,15475.97,322.42
ORD-2024-11896,P0027,WH_KOLKATA_E,16,8292.32,1051.13,68.85,0.0,9412.3,588.27
ORD-2024-11897,P0567,WH_KOLKATA_E,43,15882.480000000001,896.87,185.03,0.0,16964.38,394.52
ORD-2024-11898,P0568,WH_KOLKATA_E,24,18155.04,1331.38,103.27,0.0,19589.69,816.24
ORD-2024-11899,P0824,WH_NAGPUR_C,36,29706.48,1463.43,154.91,0.0,31324.82,870.13
ORD-2024-11900,P0195,WH_DELHI_N,11,6345.46,1287.79,47.33,0.0,7680.58,698.23
ORD-2024-11901,P0116,WH_NAGPUR_C,26,4584.06,720.64,111.88,0.0,5416.58,208.33
ORD-2024-11902,P0458,WH_BLR_S,6,4894.799999999999,752.02,25.82,0.0,5672.64,945.44
ORD-2024-11903,P0091,WH_NAGPUR_C,26,17329.52,831.77,111.88,0.0,18273.17,702.81
ORD-2024-11904,P0109,WH_KOLKATA_E,29,13173.25,970.45,124.79,0.0,14268.49,492.02
ORD-2024-11905,P0316,WH_MUMBAI_W,43,30187.289999999997,542.53,185.03,0.0,30914.85,718.95
ORD-2024-11906,P0353,WH_DELHI_N,1,809.34,273.09,4.3,0.0,1086.73,1086.73
ORD-2024-11907,P0666,WH_BLR_S,9,5632.0199999999995,737.38,38.73,0.0,6408.13,712.01
ORD-2024-11908,P0476,WH_DELHI_N,27,14393.160000000002,1292.74,116.18,0.0,15802.08,585.26
ORD-2024-11909,P0834,WH_KOLKATA_E,7,4472.79,502.72,30.12,0.0,5005.63,715.09
ORD-2024-11910,P0030,WH_DELHI_N,3,1164.3899999999999,612.79,12.91,0.0,1790.09,596.7
ORD-2024-11911,P0927,WH_BLR_S,9,845.01,562.73,38.73,0.0,1446.47,160.72
ORD-2024-11912,P0560,WH_KOLKATA_E,2,72.56,1011.24,8.61,0.0,1092.41,546.21
ORD-2024-11913,P0119,WH_KOLKATA_E,10,2302.0,1455.0,43.03,0.0,3800.03,380.0
ORD-2024-11914,P0231,WH_NAGPUR_C,17,10115.34,440.84,73.15,0.0,10629.33,625.25
ORD-2024-11915,P0342,WH_MUMBAI_W,31,4379.0599999999995,1277.29,133.39,0.0,5789.74,186.77
ORD-2024-11916,P0218,WH_NAGPUR_C,1,821.34,1145.45,4.3,0.0,1971.09,1971.09
ORD-2024-11917,P0159,WH_KOLKATA_E,18,7139.88,1601.3,77.45,0.0,8818.63,489.92
ORD-2024-11918,P0154,WH_BLR_S,6,2254.5,283.44,25.82,0.0,2563.76,427.29
ORD-2024-11919,P0030,WH_BLR_S,38,14748.94,1371.1,163.51,0.0,16283.55,428.51
ORD-2024-11920,P0688,WH_MUMBAI_W,41,7746.54,1309.11,176.42,0.0,9232.07,225.17
ORD-2024-11921,P0554,WH_NAGPUR_C,42,30721.74,1383.75,180.72,0.0,32286.21,768.72
ORD-2024-11922,P0524,WH_NAGPUR_C,47,7018.9800000000005,1328.93,202.24,0.0,8550.15,181.92
ORD-2024-11923,P0280,WH_BLR_S,4,2170.96,608.69,17.21,0.0,2796.86,699.22
ORD-2024-11924,P0876,WH_KOLKATA_E,40,17673.2,676.68,172.12,0.0,18522.0,463.05
ORD-2024-11925,P0230,WH_MUMBAI_W,4,1402.48,300.97,17.21,0.0,1720.66,430.16
ORD-2024-11926,P0041,WH_NAGPUR_C,35,8578.15,95.6674,150.6,0.0,8824.42,252.13
ORD-2024-11927,P0005,WH_BLR_S,4,1419.56,1463.27,17.21,0.0,2900.04,725.01
ORD-2024-11928,P0790,WH_MUMBAI_W,1,432.46,1282.36,4.3,0.0,1719.12,1719.12
ORD-2024-11929,P0688,WH_NAGPUR_C,41,7746.54,305.16,176.42,0.0,8228.12,200.69
ORD-2024-11930,P0280,WH_DELHI_N,43,23337.82,789.99,185.03,0.0,24312.84,565.41
ORD-2024-11931,P0193,WH_BLR_S,31,11102.960000000001,488.67,133.39,0.0,11725.02,378.23
ORD-2024-11932,P0633,WH_KOLKATA_E,19,9267.63,560.08,81.76,0.0,9909.47,521.55
ORD-2024-11933,P0316,WH_NAGPUR_C,21,14742.63,1490.73,90.36,0.0,16323.72,777.32
ORD-2024-11934,P0230,WH_NAGPUR_C,30,10518.6,1559.51,129.09,0.0,12207.2,406.91
ORD-2024-11935,P0913,WH_DELHI_N,7,4547.13,833.47,30.12,0.0,5410.72,772.96
ORD-2024-11936,P0220,WH_DELHI_N,5,2993.55,1333.05,21.51,0.0,4348.11,869.62
ORD-2024-11937,P0801,WH_BLR_S,2,1179.8,356.68,8.61,0.0,1545.09,772.54
ORD-2024-11938,P0218,WH_DELHI_N,3,2464.02,1372.65,12.91,0.0,3849.58,1283.19
ORD-2024-11939,P0524,WH_KOLKATA_E,15,2240.1,188.4,64.54,0.0,2493.04,166.2
ORD-2024-11940,P0213,WH_BLR_S,39,16792.62,761.25,167.82,0.0,17721.69,454.4
ORD-2024-11941,P0316,WH_BLR_S,37,25975.11,991.32,159.21,0.0,27125.64,733.13
ORD-2024-11942,P0202,WH_DELHI_N,10,2884.3,240.59,43.03,0.0,3167.92,316.79
ORD-2024-11943,P0634,WH_BLR_S,9,6615.900000000001,239.94,38.73,0.0,6894.57,766.06
ORD-2024-11944,P0030,WH_DELHI_N,23,8926.99,679.75,98.97,0.0,9705.71,421.99
ORD-2024-11945,P0714,WH_BLR_S,14,1014.8599999999999,820.35,60.24,0.0,1895.45,135.39
ORD-2024-11946,P0633,WH_KOLKATA_E,45,21949.649999999998,421.6,193.63,0.0,22564.88,501.44
ORD-2024-11947,P0596,WH_BLR_S,33,7870.17,486.57,142.0,0.0,8498.74,257.54
ORD-2024-11948,P0261,WH_MUMBAI_W,16,7041.44,453.11,68.85,0.0,7563.4,472.71
ORD-2024-11949,P0195,WH_KOLKATA_E,20,11537.2,335.92,86.06,0.0,11959.18,597.96
ORD-2024-11950,P0840,WH_BLR_S,8,2618.0,719.09,34.42,0.0,3371.51,421.44
ORD-2024-11951,P0834,WH_MUMBAI_W,49,31309.530000000002,444.12,210.85,0.0,31964.5,652.34
ORD-2024-11952,P0176,WH_NAGPUR_C,38,4296.66,1013.82,163.51,0.0,5473.99,144.05
ORD-2024-11953,P0131,WH_KOLKATA_E,34,2631.6000000000004,543.2,146.3,0.0,3321.1,97.68
ORD-2024-11954,P0449,WH_NAGPUR_C,31,9692.15,294.09,133.39,0.0,10119.63,326.44
ORD-2024-11955,P0592,WH_BLR_S,45,28519.2,558.84,193.63,0.0,29271.67,650.48
ORD-2024-11956,P0430,WH_KOLKATA_E,8,4445.68,265.69,34.42,0.0,4745.79,593.22
ORD-2024-11957,P0711,WH_KOLKATA_E,25,18847.0,97.21,107.57,0.0,19051.78,762.07
ORD-2024-11958,P0554,WH_NAGPUR_C,41,29990.27,1149.9,176.42,0.0,31316.59,763.82
ORD-2024-11959,P0637,WH_MUMBAI_W,13,4807.53,454.89,55.94,0.0,5318.36,409.1
ORD-2024-11960,P0231,WH_KOLKATA_E,18,10710.36,989.79,77.45,0.0,11777.6,654.31
ORD-2024-11961,P0554,WH_BLR_S,41,29990.27,516.54,176.42,0.0,30683.23,748.37
ORD-2024-11962,P0027,WH_DELHI_N,34,17621.18,495.43,146.3,0.0,18262.91,537.14
ORD-2024-11963,P0154,WH_NAGPUR_C,36,13527.0,304.55,154.91,0.0,13986.46,388.51
ORD-2024-11964,P0231,WH_DELHI_N,17,10115.34,475.43,73.15,0.0,10663.92,627.29
ORD-2024-11965,P0011,WH_MUMBAI_W,12,5118.72,1051.59,51.64,0.0,6221.95,518.5
ORD-2024-11966,P0763,WH_KOLKATA_E,16,13197.92,934.26,68.85,0.0,14201.03,887.56
ORD-2024-11967,P0651,WH_MUMBAI_W,13,3050.97,658.0,55.94,0.0,3764.91,289.61
ORD-2024-11968,P0834,WH_NAGPUR_C,11,7028.67,450.18,47.33,0.0,7526.18,684.2
ORD-2024-11969,P0404,WH_DELHI_N,14,8777.019999999999,639.13,60.24,0.0,9476.39,676.88
ORD-2024-11970,P0981,WH_DELHI_N,42,2659.44,275.28,180.72,0.0,3115.44,74.18
ORD-2024-11971,P0866,WH_BLR_S,28,15661.52,945.87,120.48,0.0,16727.87,597.42
ORD-2024-11972,P0642,WH_KOLKATA_E,24,11712.72,1278.75,103.27,0.0,13094.74,545.61
ORD-2024-11973,P0286,WH_DELHI_N,17,1743.18,998.09,73.15,0.0,2814.42,165.55
ORD-2024-11974,P0356,WH_NAGPUR_C,9,7376.94,198.67,38.73,0.0,7614.34,846.04
ORD-2024-11975,P0487,WH_MUMBAI_W,46,2033.2,519.68,197.94,0.0,2750.82,59.8
ORD-2024-11976,P0981,WH_NAGPUR_C,30,1899.6,761.66,129.09,0.0,2790.35,93.01
ORD-2024-11977,P0347,WH_BLR_S,37,30668.56,1443.41,159.21,0.0,32271.18,872.19
ORD-2024-11978,P0711,WH_NAGPUR_C,3,2261.64,311.25,12.91,0.0,2585.8,861.93
ORD-2024-11979,P0492,WH_BLR_S,8,5533.6,177.05,34.42,0.0,5745.07,718.13
ORD-2024-11980,P0876,WH_DELHI_N,18,7952.94,967.81,77.45,0.0,8998.2,499.9
ORD-2024-11981,P0911,WH_NAGPUR_C,30,875.4,1072.12,129.09,0.0,2076.61,69.22
ORD-2024-11982,P0408,WH_DELHI_N,3,508.95000000000005,1595.25,12.91,0.0,2117.11,705.7
ORD-2024-11983,P0634,WH_MUMBAI_W,34,24993.4,956.77,146.3,0.0,26096.47,767.54
ORD-2024-11984,P0909,WH_BLR_S,43,14223.539999999999,95.6674,185.03,0.0,14504.24,337.31
ORD-2024-11985,P0796,WH_MUMBAI_W,28,15890.84,1075.31,120.48,0.0,17086.63,610.24
ORD-2024-11986,P0998,WH_BLR_S,37,2496.39,415.13,159.21,0.0,3070.73,82.99
ORD-2024-11987,P0276,WH_DELHI_N,25,16476.5,1398.86,107.57,0.0,17982.93,719.32
ORD-2024-11988,P0161,WH_NAGPUR_C,30,8593.8,826.83,129.09,0.0,9549.72,318.32
ORD-2024-11989,P0202,WH_BLR_S,7,2019.01,1319.24,30.12,0.0,3368.37,481.2
ORD-2024-11990,P0410,WH_MUMBAI_W,46,23612.26,353.24,197.94,0.0,24163.44,525.29
ORD-2024-11991,P0102,WH_DELHI_N,29,2708.31,1038.45,124.79,0.0,3871.55,133.5
ORD-2024-11992,P0909,WH_NAGPUR_C,2,661.56,1218.19,8.61,0.0,1888.36,944.18
ORD-2024-11993,P0135,WH_MUMBAI_W,26,15856.1,191.92,111.88,0.0,16159.9,621.53
ORD-2024-11994,P0857,WH_KOLKATA_E,41,21213.399999999998,903.19,176.42,0.0,22293.01,543.73
ORD-2024-11995,P0642,WH_NAGPUR_C,42,20497.26,1043.91,180.72,0.0,21721.89,517.19
ORD-2024-11996,P0755,WH_KOLKATA_E,49,29774.85,1139.94,210.85,0.0,31125.64,635.22
ORD-2024-11997,P0410,WH_BLR_S,7,3593.1699999999996,257.33,30.12,0.0,3880.62,554.37
ORD-2024-11998,P0822,WH_BLR_S,18,7661.34,149.4,77.45,0.0,7888.19,438.23
ORD-2024-11999,P0893,WH_MUMBAI_W,6,3417.96,475.9,25.82,0.0,3919.68,653.28
ORD-2024-12000,P0143,WH_KOLKATA_E,41,25955.05,400.27,176.42,0.0,26531.74,647.12
ORD-2024-12001,P0069,WH_KOLKATA_E,40,4026.3999999999996,1004.56,172.12,0.0,5203.08,130.08
ORD-2024-12002,P0583,WH_MUMBAI_W,27,11046.24,163.85,116.18,0.0,11326.27,419.49
ORD-2024-12003,P0064,WH_MUMBAI_W,41,10317.65,552.81,176.42,0.0,11046.88,269.44
ORD-2024-12004,P0834,WH_MUMBAI_W,24,15335.28,406.9,103.27,0.0,15845.45,660.23
ORD-2024-12005,P0583,WH_MUMBAI_W,33,13500.960000000001,1391.43,142.0,0.0,15034.39,455.59
ORD-2024-12006,P0673,WH_MUMBAI_W,31,15411.34,581.79,133.39,0.0,16126.52,520.21
ORD-2024-12007,P0280,WH_MUMBAI_W,34,18453.16,1198.28,146.3,0.0,19797.74,582.29
ORD-2024-12008,P0213,WH_NAGPUR_C,22,9472.76,1295.02,94.67,0.0,10862.45,493.75
ORD-2024-12009,P0466,WH_MUMBAI_W,24,5324.16,1236.56,103.27,0.0,6663.99,277.67
ORD-2024-12010,P0103,WH_DELHI_N,36,4673.5199999999995,231.41,154.91,0.0,5059.84,140.55
ORD-2024-12011,P0837,WH_NAGPUR_C,28,18206.16,1297.88,120.48,0.0,19624.52,700.88
ORD-2024-12012,P0220,WH_BLR_S,20,11974.2,1382.89,86.06,0.0,13443.15,672.16
ORD-2024-12013,P0545,WH_MUMBAI_W,18,5249.5199999999995,644.97,77.45,0.0,5971.94,331.77
ORD-2024-12014,P0198,WH_MUMBAI_W,42,30119.04,1376.85,180.72,0.0,31676.61,754.2
ORD-2024-12015,P0662,WH_MUMBAI_W,32,23460.8,1234.12,137.69,0.0,24832.61,776.02
ORD-2024-12016,P0022,WH_KOLKATA_E,33,19111.95,1157.59,142.0,0.0,20411.54,618.53
ORD-2024-12017,P0693,WH_KOLKATA_E,10,4083.6000000000004,848.58,43.03,0.0,4975.21,497.52
ORD-2024-12018,P0491,WH_DELHI_N,9,514.26,695.05,38.73,0.0,1248.04,138.67
ORD-2024-12019,P0840,WH_BLR_S,25,8181.25,485.9,107.57,0.0,8774.72,350.99
ORD-2024-12020,P0116,WH_DELHI_N,13,2292.03,1271.24,55.94,0.0,3619.21,278.4
ORD-2024-12021,P0205,WH_NAGPUR_C,47,26069.96,1416.01,202.24,0.0,27688.21,589.11
ORD-2024-12022,P0583,WH_NAGPUR_C,45,18410.4,540.27,193.63,0.0,19144.3,425.43
ORD-2024-12023,P0909,WH_DELHI_N,5,1653.8999999999999,1067.55,21.51,0.0,2742.96,548.59
ORD-2024-12024,P0492,WH_NAGPUR_C,31,21442.7,1162.32,133.39,0.0,22738.41,733.5
ORD-2024-12025,P0465,WH_MUMBAI_W,31,18383.31,439.31,133.39,0.0,18956.01,611.48
ORD-2024-12026,P0005,WH_BLR_S,34,12066.26,1133.71,146.3,0.0,13346.27,392.54
ORD-2024-12027,P0554,WH_DELHI_N,26,19018.22,759.8,111.88,0.0,19889.9,765.0
ORD-2024-12028,P0267,WH_MUMBAI_W,7,1499.75,424.84,30.12,0.0,1954.71,279.24
ORD-2024-12029,P0161,WH_DELHI_N,41,11744.859999999999,658.51,176.42,0.0,12579.79,306.82
ORD-2024-12030,P0581,WH_DELHI_N,46,1779.28,625.36,197.94,0.0,2602.58,56.58
ORD-2024-12031,P0195,WH_DELHI_N,49,28266.14,863.91,210.85,0.0,29340.9,598.79
ORD-2024-12032,P0581,WH_DELHI_N,20,773.6,747.95,86.06,0.0,1607.61,80.38
ORD-2024-12033,P0056,WH_DELHI_N,43,29284.289999999997,1239.71,185.03,0.0,30709.03,714.16
ORD-2024-12034,P0746,WH_BLR_S,22,12963.939999999999,1471.18,94.67,0.0,14529.79,660.44
ORD-2024-12035,P0836,WH_NAGPUR_C,5,1906.75,1276.73,21.51,0.0,3204.99,641.0
ORD-2024-12036,P0195,WH_BLR_S,12,6922.32,836.46,51.64,0.0,7810.42,650.87
ORD-2024-12037,P0988,WH_BLR_S,21,17177.58,1128.27,90.36,0.0,18396.21,876.01
ORD-2024-12038,P0491,WH_NAGPUR_C,9,514.26,1444.8,38.73,0.0,1997.79,221.98
ORD-2024-12039,P0666,WH_KOLKATA_E,29,18147.62,1066.45,124.79,0.0,19338.86,666.86
ORD-2024-12040,P0530,WH_DELHI_N,27,1682.3700000000001,309.86,116.18,0.0,2108.41,78.09
ORD-2024-12041,P0143,WH_KOLKATA_E,17,10761.849999999999,622.12,73.15,0.0,11457.12,673.95
ORD-2024-12042,P0746,WH_KOLKATA_E,40,23570.8,653.68,172.12,0.0,24396.6,609.92
ORD-2024-12043,P0300,WH_KOLKATA_E,24,9693.119999999999,1547.79,103.27,0.0,11344.18,472.67
ORD-2024-12044,P0746,WH_NAGPUR_C,27,15910.289999999999,1143.93,116.18,0.0,17170.4,635.94
ORD-2024-12045,P0492,WH_MUMBAI_W,8,5533.6,671.25,34.42,0.0,6239.27,779.91
ORD-2024-12046,P0131,WH_DELHI_N,44,3405.6000000000004,752.64,189.33,0.0,4347.57,98.81
ORD-2024-12047,P0103,WH_BLR_S,29,3764.7799999999997,1472.98,124.79,0.0,5362.55,184.92
ORD-2024-12048,P0247,WH_KOLKATA_E,19,725.23,1230.64,81.76,0.0,2037.63,107.24
ORD-2024-12049,P0159,WH_MUMBAI_W,10,3966.6000000000004,329.11,43.03,0.0,4338.74,433.87
ORD-2024-12050,P0188,WH_BLR_S,24,19221.12,755.78,103.27,0.0,20080.17,836.67
ORD-2024-12051,P0159,WH_KOLKATA_E,34,13486.44,447.54,146.3,0.0,14080.28,414.13
ORD-2024-12052,P0335,WH_BLR_S,40,33686.799999999996,1503.63,172.12,0.0,35362.55,884.06
ORD-2024-12053,P0342,WH_MUMBAI_W,31,4379.0599999999995,937.82,133.39,0.0,5450.27,175.82
ORD-2024-12054,P0866,WH_BLR_S,46,25729.640000000003,256.25,197.94,0.0,26183.83,569.21
ORD-2024-12055,P0213,WH_KOLKATA_E,4,1722.32,715.43,17.21,0.0,2454.96,613.74
ORD-2024-12056,P0458,WH_NAGPUR_C,41,33447.799999999996,894.92,176.42,0.0,34519.14,841.93
ORD-2024-12057,P0783,WH_NAGPUR_C,45,24675.300000000003,931.79,193.63,0.0,25800.72,573.35
ORD-2024-12058,P0926,WH_KOLKATA_E,31,16833.31,418.19,133.39,0.0,17384.89,560.8
ORD-2024-12059,P0088,WH_BLR_S,9,1834.83,1103.51,38.73,0.0,2977.07,330.79
ORD-2024-12060,P0487,WH_DELHI_N,26,1149.2,451.26,111.88,0.0,1712.34,65.86
ORD-2024-12061,P0837,WH_NAGPUR_C,13,8452.86,1600.56,55.94,0.0,10109.36,777.64
ORD-2024-12062,P0041,WH_KOLKATA_E,48,11764.32,1279.5,206.54,0.0,13250.36,276.05
ORD-2024-12063,P0070,WH_DELHI_N,26,13807.820000000002,853.06,111.88,0.0,14772.76,568.18
ORD-2024-12064,P0404,WH_NAGPUR_C,1,626.93,649.96,4.3,0.0,1281.19,1281.19
ORD-2024-12065,P0663,WH_KOLKATA_E,40,32760.8,502.89,172.12,0.0,33435.81,835.9
