order_id,customer_id,customer_city,customer_state,product_id,warehouse_id,shipment_id,ordered_qty,fulfilled_qty,order_date,promised_date,actual_pod_date,order_status,is_on_time,is_in_full,is_canonical_otif
ORD-2024-14633,9dcad673a1806e27ee372631f697b1c6,barueri,SP,P0189,WH_KOLKATA_E,SHP-14633,10,10,2024-08-11 17:00:00,2024-08-12 06:57:00,2024-08-12 06:19:48,DELIVERED_ON_TIME,1,1,1
ORD-2024-14634,fe407542528baa5c26f3ab62b9cdcb9c,aparecida de goiania,GO,P0368,WH_DELHI_N,SHP-14634,29,29,2024-08-12 23:00:00,2024-08-13 06:27:00,2024-08-13 06:22:48,DELIVERED_ON_TIME,1,1,1
ORD-2024-14635,d3e29a43c924fd6064e10fe50ebc8925,ananas,TO,P0693,WH_BLR_S,SHP-14635,44,44,2024-08-13 14:00:00,2024-08-14 08:17:24,2024-08-14 09:57:00,DELIVERED_ON_TIME,0,1,0
ORD-2024-14636,bdb7038318ec6db24bc3c6c3bf7b6eb6,sao paulo,SP,P0809,WH_BLR_S,SHP-14636,32,32,2024-08-14 18:00:00,2024-08-15 12:07:12,2024-08-15 13:27:00,DELIVERED_ON_TIME,0,1,0
ORD-2024-14637,5016f9bf2fbfb54c4156400e817be0f7,morro do pilar,MG,P0353,WH_DELHI_N,SHP-14637,44,44,2024-08-16 06:00:00,2024-08-16 19:07:12,2024-08-17 16:40:48,DELIVERED_LATE,0,1,0
ORD-2024-14638,6751d1c35a37bfc06df3bd73a8abfdd7,sao paulo,SP,P0521,WH_KOLKATA_E,SHP-14638,1,1,2024-08-16 16:00:00,2024-08-17 17:50:24,2024-08-17 17:38:24,DELIVERED_ON_TIME,1,1,1
ORD-2024-14639,c17c9bfe8ffb37c939ae0d2941c9dec6,capela,SE,P0213,WH_DELHI_N,SHP-14639,41,41,2024-08-18 02:00:00,2024-08-19 00:51:36,2024-08-19 02:31:48,DELIVERED_ON_TIME,0,1,0
ORD-2024-14640,9c5c5411e5e1bee12e3d673fc529ab83,valparaiso de goias,GO,P0368,WH_BLR_S,SHP-14640,17,17,2024-08-19 04:00:00,2024-08-20 05:21:36,2024-08-20 04:46:12,DELIVERED_ON_TIME,1,1,1
ORD-2024-14641,a5770b59e70395832ca615250e66bda8,santana de parnaiba,SP,P0261,WH_DELHI_N,SHP-14641,12,12,2024-08-19 10:00:00,2024-08-20 06:54:00,2024-08-20 06:54:36,DELIVERED_ON_TIME,0,1,0
ORD-2024-14642,73522d9ec5b4e4b71550fc64f77cfa27,salinas,MG,P0191,WH_DELHI_N,SHP-14642,2,2,2024-08-20 14:00:00,2024-08-21 06:48:36,2024-08-21 07:34:12,DELIVERED_ON_TIME,0,1,0
ORD-2024-14643,8e71b66773c5b21a06deafa07e3943b9,joinville,SC,P0297,WH_KOLKATA_E,SHP-14643,9,9,2024-08-21 22:00:00,2024-08-22 13:51:36,2024-08-22 13:10:12,DELIVERED_ON_TIME,1,1,1
ORD-2024-14644,fdecaebc4cd45fb928ea5b6a009f13bf,maua,SP,P0927,WH_NAGPUR_C,SHP-14644,12,12,2024-08-22 22:00:00,2024-08-23 16:18:36,2024-08-23 17:30:00,DELIVERED_ON_TIME,0,1,0
ORD-2024-14645,9972cdbf7100c03964eee775f3327c9f,sao paulo,SP,P0356,WH_BLR_S,SHP-14645,25,25,2024-08-23 17:00:00,2024-08-24 18:01:48,2024-08-25 14:18:36,DELIVERED_LATE,0,1,0
ORD-2024-14646,e28d48b1fe42485c2c1cf7f29aa078ff,sao goncalo,RJ,P0205,WH_MUMBAI_W,SHP-14646,36,36,2024-08-25 07:00:00,2024-08-25 23:28:48,2024-08-25 23:57:36,DELIVERED_ON_TIME,0,1,0
ORD-2024-14647,17b723f5c85b44a1dcf96dca43d3eb89,duque de caxias,RJ,P0335,WH_DELHI_N,SHP-14647,44,44,2024-08-26 07:00:00,2024-08-26 21:12:00,2024-08-26 20:45:00,DELIVERED_ON_TIME,1,1,1
ORD-2024-14648,6031cd91d182925af3d38ae9590e5afa,serrana,SP,P0357,WH_MUMBAI_W,SHP-14648,35,30,2024-08-27 15:00:00,2024-08-27 23:04:48,2024-08-28 00:16:48,DELIVERED_ON_TIME,0,0,0
ORD-2024-14649,6ee2f17e3b6c33d6a9557f280edd2925,guarulhos,SP,P0116,WH_MUMBAI_W,SHP-14649,22,22,2024-08-27 16:00:00,2024-08-28 03:45:36,2024-08-28 03:31:12,DELIVERED_ON_TIME,1,1,1
ORD-2024-14650,1f1c0fc99d7fd3f7c17d0db0039fbc9c,jaboticabal,SP,P0195,WH_KOLKATA_E,SHP-14650,33,33,2024-08-28 11:00:00,2024-08-29 06:57:36,2024-08-29 07:25:48,DELIVERED_ON_TIME,0,1,0
ORD-2024-14651,5f059fa8dad478b357244744aff6e863,sao paulo,SP,P0511,WH_BLR_S,SHP-14651,21,21,2024-08-29 14:00:00,2024-08-30 09:09:36,2024-08-30 08:23:24,DELIVERED_ON_TIME,1,1,1
ORD-2024-14652,a99420ee8768911f91f34b70236ce3be,sao paulo,SP,P0300,WH_KOLKATA_E,SHP-14652,40,40,2024-08-31 01:00:00,2024-08-31 14:40:48,2024-09-01 09:31:12,DELIVERED_LATE,0,1,0
ORD-2024-14653,fd33e927e94c67ee7db2aaf788eb4a6d,florianopolis,SC,P0297,WH_MUMBAI_W,SHP-14653,22,22,2024-09-01 08:00:00,2024-09-01 14:43:48,2024-09-01 14:52:12,DELIVERED_ON_TIME,0,1,0
ORD-2024-14654,d3790c029042a5634287f66be91912fc,mogi das cruzes,SP,P0449,WH_MUMBAI_W,SHP-14654,28,28,2024-09-01 20:00:00,2024-09-02 21:09:00,2024-09-02 23:00:36,DELIVERED_ON_TIME,0,1,0
ORD-2024-14655,656a9fd1bef518174034482b2af7fa50,bofete,SP,P0545,WH_DELHI_N,SHP-14655,4,4,2024-09-02 20:00:00,2024-09-03 20:51:00,2024-09-03 22:28:12,DELIVERED_ON_TIME,0,1,0
ORD-2024-14656,1c0f65288ca605e8f359d5dc62043aed,venancio aires,RS,P0911,WH_BLR_S,SHP-14656,26,26,2024-09-03 22:00:00,2024-09-05 01:39:00,2024-09-05 02:46:12,DELIVERED_ON_TIME,0,1,0
ORD-2024-14657,1b359570aa2cf78d48bd2d1a1a2e049c,manhuacu,MG,P0780,WH_NAGPUR_C,SHP-14657,23,23,2024-09-04 11:00:00,2024-09-05 05:06:36,2024-09-05 16:47:24,DELIVERED_LATE,0,1,0
ORD-2024-14658,b4f3c061fef15631681969b9aaacfffd,belem,PA,P0867,WH_NAGPUR_C,SHP-14658,48,48,2024-09-05 18:00:00,2024-09-06 06:05:24,2024-09-06 07:03:36,DELIVERED_ON_TIME,0,1,0
ORD-2024-14659,18715b86f15b55cc06dcaef3708656c7,volta redonda,RJ,P0759,WH_NAGPUR_C,SHP-14659,49,49,2024-09-06 11:00:00,2024-09-07 14:26:24,2024-09-07 14:01:48,DELIVERED_ON_TIME,1,1,1
ORD-2024-14660,3e48a3c7ecb695b26dda4f5f51be93cb,itapui,SP,P0070,WH_MUMBAI_W,SHP-14660,23,23,2024-09-07 19:00:00,2024-09-08 11:40:12,2024-09-08 11:06:00,DELIVERED_ON_TIME,1,1,1
ORD-2024-14661,8fb0d3b9306bc2fade01ee327e0e3cb8,sorocaba,SP,P0913,WH_DELHI_N,SHP-14661,41,41,2024-09-09 07:00:00,2024-09-09 15:20:24,2024-09-09 17:20:24,DELIVERED_ON_TIME,0,1,0
ORD-2024-14662,b1bd6e32de08eb41082fac5622c75fad,porto alegre,RS,P0429,WH_BLR_S,SHP-14662,8,8,2024-09-10 08:00:00,2024-09-10 19:34:48,2024-09-10 20:26:24,DELIVERED_ON_TIME,0,1,0
ORD-2024-14663,9e227b9be284a33b91dae97793dbd60b,anapolis,GO,P0297,WH_BLR_S,SHP-14663,32,32,2024-09-11 02:00:00,2024-09-12 01:27:00,2024-09-12 12:55:48,DELIVERED_LATE,0,1,0
ORD-2024-14664,9f775687e1b0ce412df4e527ef81ef5f,fortaleza,CE,P0022,WH_BLR_S,SHP-14664,39,39,2024-09-12 13:00:00,2024-09-13 02:38:24,2024-09-13 10:21:00,DELIVERED_LATE,0,1,0
ORD-2024-14665,75cf16e96df2157673bf319ebcf83b59,contagem,MG,P0030,WH_KOLKATA_E,SHP-14665,44,44,2024-09-12 14:00:00,2024-09-13 04:23:24,2024-09-13 03:40:48,DELIVERED_ON_TIME,1,1,1
ORD-2024-14666,6023afab790f2d759b4ff1fc7faf3882,brasilia,DF,P0926,WH_DELHI_N,SHP-14666,1,1,2024-09-13 11:00:00,2024-09-14 08:10:12,2024-09-14 07:16:12,DELIVERED_ON_TIME,1,1,1
ORD-2024-14667,0be6f5000bb956916f065d0d1e8f137f,novo hamburgo,RS,P0404,WH_MUMBAI_W,SHP-14667,30,30,2024-09-15 01:00:00,2024-09-15 13:41:24,2024-09-15 14:11:24,DELIVERED_ON_TIME,0,1,0
ORD-2024-14668,f3b9b8b6d11fc7c446254660648ca292,rolante,RS,P0189,WH_KOLKATA_E,SHP-14668,28,28,2024-09-15 22:00:00,2024-09-16 13:57:00,2024-09-16 14:45:00,DELIVERED_ON_TIME,0,1,0
ORD-2024-14669,28c4f4d41fb30428592b5189227fc604,sao jose dos campos,SP,P0079,WH_DELHI_N,SHP-14669,17,17,2024-09-17 01:00:00,2024-09-17 15:34:48,2024-09-17 14:45:36,DELIVERED_ON_TIME,1,1,1
ORD-2024-14670,08cfbfce32d6e30b94c84bbd630aafae,juina,MT,P0965,WH_NAGPUR_C,SHP-14670,23,23,2024-09-17 16:00:00,2024-09-18 18:24:00,2024-09-18 19:34:12,DELIVERED_ON_TIME,0,1,0
ORD-2024-14671,f18172f929d9460477b1975109a5543a,sao jose do rio pardo,SP,P0432,WH_BLR_S,SHP-14671,38,38,2024-09-18 22:00:00,2024-09-20 01:37:12,2024-09-20 19:38:24,FAILED,0,1,0
ORD-2024-14672,f3457b8fdac18622de498551383ae1cc,cacapava do sul,RS,P0084,WH_KOLKATA_E,SHP-14672,24,24,2024-09-20 15:00:00,2024-09-21 00:40:48,2024-09-21 02:37:48,DELIVERED_ON_TIME,0,1,0
ORD-2024-14673,d8451f4035fc04e69afaae68804852a2,sao paulo,SP,P0105,WH_KOLKATA_E,SHP-14673,22,22,2024-09-20 12:00:00,2024-09-21 05:34:12,2024-09-21 06:38:24,DELIVERED_ON_TIME,0,1,0
ORD-2024-14674,68473fcfb93723e5c2cdb27a2061eb00,florianopolis,SC,P0080,WH_BLR_S,SHP-14674,5,5,2024-09-21 18:00:00,2024-09-22 09:39:36,2024-09-22 11:18:36,DELIVERED_ON_TIME,0,1,0
ORD-2024-14675,f64b4d4b9e4185ce59b00e617e565bca,ipatinga,MG,P0893,WH_BLR_S,SHP-14675,25,25,2024-09-23 02:00:00,2024-09-23 09:02:24,2024-09-23 10:53:24,DELIVERED_ON_TIME,0,1,0
ORD-2024-14676,efe49ce98eaccdc026066a40579cc862,carapicuiba,SP,P0119,WH_KOLKATA_E,SHP-14676,7,7,2024-09-23 11:00:00,2024-09-24 11:09:00,2024-09-24 11:36:36,DELIVERED_ON_TIME,0,1,0
ORD-2024-14677,37ace61b03edce757da03dddbb3edac2,piedade,SP,P0266,WH_DELHI_N,SHP-14677,22,22,2024-09-25 01:00:00,2024-09-25 20:36:00,2024-09-25 21:42:00,DELIVERED_ON_TIME,0,1,0
ORD-2024-14678,309239af9998f640f8572abd96482709,catalao,GO,P0666,WH_MUMBAI_W,SHP-14678,44,44,2024-09-26 00:00:00,2024-09-26 22:25:48,2024-09-27 12:24:36,FAILED,0,1,0
ORD-2024-14679,92ed0d927435e2b9874e0b45243fc57e,brasilia,DF,P0642,WH_MUMBAI_W,SHP-14679,37,37,2024-09-27 13:00:00,2024-09-28 02:18:36,2024-09-28 02:06:00,DELIVERED_ON_TIME,1,1,1
ORD-2024-14680,6648569aeba7da7ae0eb333509cd0b4e,rio de janeiro,RJ,P0247,WH_KOLKATA_E,SHP-14680,34,34,2024-09-28 09:00:00,2024-09-29 02:47:24,2024-09-29 04:37:48,DELIVERED_ON_TIME,0,1,0
ORD-2024-14681,69ceea521dde4ffa999e3dee362d658a,indaiatuba,SP,P0927,WH_NAGPUR_C,SHP-14681,36,36,2024-06-30 17:00:00,2024-07-01 03:30:36,2024-07-01 04:41:24,DELIVERED_ON_TIME,0,1,0
ORD-2024-14682,aa0633423572bf600bd7f9bda734ed44,rio de janeiro,RJ,P0560,WH_KOLKATA_E,SHP-14682,49,49,2024-07-01 04:00:00,2024-07-02 08:29:24,2024-07-02 22:13:48,DELIVERED_LATE,0,1,0
ORD-2024-14683,7cb49dacdbac02e8c66298569cce53a7,sao jose dos campos,SP,P0988,WH_BLR_S,SHP-14683,40,40,2024-07-02 22:00:00,2024-07-03 13:05:24,2024-07-04 06:19:12,DELIVERED_LATE,0,1,0
ORD-2024-14684,7ccbf002a55b2816fc126cabf1c07987,campinas,SP,P0364,WH_MUMBAI_W,SHP-14684,20,20,2024-07-03 22:00:00,2024-07-04 15:00:00,2024-07-05 11:30:36,DELIVERED_LATE,0,1,0
ORD-2024-14685,bb9971033e1b456cc4a6bb92a46591ef,imperatriz,MA,P0708,WH_MUMBAI_W,SHP-14685,37,37,2024-07-04 13:00:00,2024-07-05 17:10:48,2024-07-05 18:02:24,DELIVERED_ON_TIME,0,1,0
ORD-2024-14686,e0eac226ceae49858de89e8a5c1ba1ec,cordeiropolis,SP,P0105,WH_MUMBAI_W,SHP-14686,17,17,2024-07-06 03:00:00,2024-07-06 20:43:48,2024-07-06 21:21:00,DELIVERED_ON_TIME,0,1,0
ORD-2024-14687,1041f7da9362e74424e9763777b0f948,rio de janeiro,RJ,P0491,WH_KOLKATA_E,SHP-14687,4,4,2024-07-07 12:00:00,2024-07-07 21:30:00,2024-07-08 17:51:00,DELIVERED_LATE,0,1,0
ORD-2024-14688,332edb33f8fbaa91e920ed3474865c7b,piracicaba,SP,P0408,WH_MUMBAI_W,SHP-14688,18,18,2024-07-08 09:00:00,2024-07-09 01:36:00,2024-07-09 02:29:24,DELIVERED_ON_TIME,0,1,0
ORD-2024-14689,a3825afb142aa6b241b448d37792caea,sao paulo,SP,P0748,WH_NAGPUR_C,SHP-14689,28,28,2024-07-08 08:00:00,2024-07-09 05:02:24,2024-07-09 18:25:12,FAILED,0,1,0
ORD-2024-14690,af969b5850969637f9e5c4ab94f88107,santos,SP,P0102,WH_MUMBAI_W,SHP-14690,16,16,2024-07-09 07:00:00,2024-07-10 10:04:48,2024-07-10 20:00:36,DELIVERED_LATE,0,1,0
ORD-2024-14691,c532e4017ffa45363d421b91515e2d36,joao pessoa,PB,P0105,WH_MUMBAI_W,SHP-14691,43,43,2024-07-10 19:00:00,2024-07-11 11:34:12,2024-07-12 02:14:24,DELIVERED_LATE,0,1,0
ORD-2024-14692,62abfd28d25b7e736a287da71f34052e,campinas,SP,P0038,WH_MUMBAI_W,SHP-14692,8,8,2024-07-11 22:00:00,2024-07-12 14:00:00,2024-07-12 15:30:36,DELIVERED_ON_TIME,0,1,0
ORD-2024-14693,bc8bc13c6748cdaa83178cdf94ba57a9,guarulhos,SP,P0109,WH_NAGPUR_C,SHP-14693,44,39,2024-07-12 18:00:00,2024-07-13 20:21:00,2024-07-14 06:49:48,DELIVERED_LATE,0,0,0
ORD-2024-14694,c4fd732e1aec2b4dc65d4e3bc60c838e,uberlandia,MG,P0688,WH_NAGPUR_C,SHP-14694,18,18,2024-07-13 18:00:00,2024-07-14 18:25:12,2024-07-14 17:37:12,DELIVERED_ON_TIME,1,1,1
ORD-2024-14695,82c5e6b98e498b4150818c913f3e9bc7,presidente prudente,SP,P0796,WH_BLR_S,SHP-14695,29,29,2024-07-15 05:00:00,2024-07-16 01:24:00,2024-07-16 12:48:36,FAILED,0,1,0
ORD-2024-14696,d3734b07069f813524d5e7b0787b3a3c,itaguai,RJ,P0491,WH_MUMBAI_W,SHP-14696,40,40,2024-07-16 14:00:00,2024-07-16 23:04:48,2024-07-16 23:15:00,DELIVERED_ON_TIME,0,1,0
ORD-2024-14697,39fd098f1a76afc1079eeb62ee924bef,serra,ES,P0700,WH_MUMBAI_W,SHP-14697,16,16,2024-07-16 04:00:00,2024-07-17 04:37:48,2024-07-17 04:57:36,DELIVERED_ON_TIME,0,1,0
ORD-2024-14698,0d7632a160295b6f335a091a24a15cca,sao jose do rio preto,SP,P0231,WH_KOLKATA_E,SHP-14698,30,30,2024-07-17 05:00:00,2024-07-18 06:18:36,2024-07-18 07:58:48,DELIVERED_ON_TIME,0,1,0
ORD-2024-14699,b2f95208b59db4cb98c50b698e1595e4,rio de janeiro,RJ,P0479,WH_KOLKATA_E,SHP-14699,49,43,2024-07-18 22:00:00,2024-07-19 11:13:12,2024-07-19 20:03:36,DELIVERED_LATE,0,0,0
ORD-2024-14700,106a04e2dd5442bf459d06af3d28c625,sao miguel do oeste,SC,P0458,WH_NAGPUR_C,SHP-14700,34,34,2024-07-19 18:00:00,2024-07-20 14:18:00,2024-07-21 14:12:00,DELIVERED_LATE,0,1,0
ORD-2024-14701,3efb8f2e2198b482a4cb83987c2a0024,londrina,PR,P0796,WH_NAGPUR_C,SHP-14701,30,30,2024-07-20 13:00:00,2024-07-21 16:37:12,2024-07-22 17:08:24,DELIVERED_LATE,0,1,0
ORD-2024-14702,680471420f1895e5ecb013af27fbd82d,suzano,SP,P0693,WH_NAGPUR_C,SHP-14702,21,21,2024-07-21 18:00:00,2024-07-22 17:22:48,2024-07-23 01:33:36,DELIVERED_LATE,0,1,0
ORD-2024-14703,f60d4f3c75d127b2146459d4c79b92b7,santos,SP,P0080,WH_BLR_S,SHP-14703,22,22,2024-07-22 21:00:00,2024-07-23 21:33:36,2024-07-24 09:41:24,DELIVERED_LATE,0,1,0
ORD-2024-14704,ae23f008876c9059cad60166094f038d,sao paulo,SP,P0391,WH_BLR_S,SHP-14704,47,47,2024-07-24 08:00:00,2024-07-25 00:45:36,2024-07-25 01:26:24,DELIVERED_ON_TIME,0,1,0
ORD-2024-14705,f844756b662228b3f52bf081ffb76e96,cacapava,SP,P0202,WH_DELHI_N,SHP-14705,25,25,2024-07-24 09:00:00,2024-07-25 05:06:36,2024-07-25 04:57:00,DELIVERED_ON_TIME,1,1,1
ORD-2024-14706,96bc42e21c7f606d1920c12965f67109,atibaia,SP,P0651,WH_NAGPUR_C,SHP-14706,22,22,2024-07-25 16:00:00,2024-07-26 07:50:24,2024-07-26 07:52:48,DELIVERED_ON_TIME,0,1,0
ORD-2024-14707,c179c8690c67b29779474eaaed4e1b0a,sao paulo,SP,P0965,WH_MUMBAI_W,SHP-14707,28,28,2024-07-27 02:00:00,2024-07-27 09:21:36,2024-07-27 11:07:48,DELIVERED_ON_TIME,0,1,0
ORD-2024-14708,741ecbacde649cad82e6c1666e9dc0cb,telemaco borba,PR,P0220,WH_NAGPUR_C,SHP-14708,39,39,2024-07-27 16:00:00,2024-07-28 15:03:36,2024-07-28 14:40:48,DELIVERED_ON_TIME,1,1,1
ORD-2024-14709,2de102caadd34079fb9a896a0d09f7a3,caucaia,CE,P0521,WH_MUMBAI_W,SHP-14709,33,33,2024-07-29 08:00:00,2024-07-29 17:08:24,2024-07-29 18:45:36,DELIVERED_ON_TIME,0,1,0
ORD-2024-14710,6c47a76c5eae78ce63f61a9a77cd7e3c,ponta grossa,PR,P0857,WH_BLR_S,SHP-14710,2,2,2024-07-30 11:00:00,2024-07-30 18:29:24,2024-07-30 17:34:48,DELIVERED_ON_TIME,1,1,1
ORD-2024-14711,ad8fc75900ecf887ae4286d57123d51f,icara,SC,P0892,WH_BLR_S,SHP-14711,4,4,2024-07-31 13:00:00,2024-07-31 20:32:24,2024-07-31 19:48:36,DELIVERED_ON_TIME,1,1,1
ORD-2024-14712,c7a68b2b2775db26644d8f4e28c03604,santo andre,SP,P0530,WH_BLR_S,SHP-14712,16,16,2024-08-01 10:00:00,2024-08-01 23:50:24,2024-08-02 18:45:00,FAILED,0,1,0
ORD-2024-14713,b916419c11af91b5f41d6c227c2562d7,belo horizonte,MG,P0907,WH_MUMBAI_W,SHP-14713,12,12,2024-08-01 11:00:00,2024-08-02 02:29:24,2024-08-02 03:43:48,DELIVERED_ON_TIME,0,1,0
ORD-2024-14714,589da14260e4de26903bef3469feb59a,uberlandia,MG,P0191,WH_KOLKATA_E,SHP-14714,17,17,2024-08-02 04:00:00,2024-08-03 05:18:36,2024-08-03 04:55:48,DELIVERED_ON_TIME,1,1,1
ORD-2024-14715,0431efe603d40ebbd845a573ba0e25bb,itapevi,SP,P0554,WH_NAGPUR_C,SHP-14715,36,36,2024-08-03 22:00:00,2024-08-04 08:39:36,2024-08-04 09:16:48,DELIVERED_ON_TIME,0,1,0
ORD-2024-14716,1657e4dd989abb6776f8687d42abe7a2,rio de janeiro,RJ,P0836,WH_MUMBAI_W,SHP-14716,16,16,2024-08-05 05:00:00,2024-08-05 13:16:48,2024-08-05 14:29:24,DELIVERED_ON_TIME,0,1,0
ORD-2024-14717,32aedef591873c0fdf1312880c2f2bd3,curitiba,PR,P0584,WH_BLR_S,SHP-14717,39,39,2024-08-05 15:00:00,2024-08-06 17:33:36,2024-08-06 18:26:24,DELIVERED_ON_TIME,0,1,0
ORD-2024-14718,ea1bd589cf74abf3eb075a399bad0b95,monte siao,MG,P0837,WH_NAGPUR_C,SHP-14718,23,23,2024-08-07 02:00:00,2024-08-07 20:09:36,2024-08-08 19:51:00,DELIVERED_LATE,0,1,0
ORD-2024-14719,44d1e5be01114b520202814589267106,almirante tamandare,PR,P0022,WH_KOLKATA_E,SHP-14719,8,8,2024-08-08 08:00:00,2024-08-09 02:00:36,2024-08-09 03:02:24,DELIVERED_ON_TIME,0,1,0
ORD-2024-14720,d61ef81ec4518a527d7fc8cfd015e0ab,morro do chapeu,BA,P0465,WH_BLR_S,SHP-14720,9,9,2024-08-09 08:00:00,2024-08-10 05:02:24,2024-08-10 06:45:36,DELIVERED_ON_TIME,0,1,0
ORD-2024-14721,d37974b9f02387c679655b3e8cdc3cdf,sao bernardo do campo,SP,P0956,WH_BLR_S,SHP-14721,14,14,2024-08-09 15:00:00,2024-08-10 03:14:24,2024-08-10 04:25:48,DELIVERED_ON_TIME,0,1,0
ORD-2024-14722,57205a3f55644a1df9ea81f81aaba2c9,lavras do sul,RS,P0105,WH_MUMBAI_W,SHP-14722,9,9,2024-08-10 20:00:00,2024-08-11 10:46:48,2024-08-11 11:59:24,DELIVERED_ON_TIME,0,1,0
ORD-2024-14723,f081a6d9b9934d107db41cd0e35fc36d,sao paulo,SP,P0347,WH_DELHI_N,SHP-14723,47,47,2024-08-11 19:00:00,2024-08-12 11:46:12,2024-08-12 23:28:48,DELIVERED_LATE,0,1,0
ORD-2024-14724,7e4b15f49a6df5d7cfff17fce8610367,rio de janeiro,RJ,P0554,WH_MUMBAI_W,SHP-14724,26,26,2024-08-12 20:00:00,2024-08-13 15:55:48,2024-08-13 17:30:00,DELIVERED_ON_TIME,0,1,0
ORD-2024-14725,bc1b70fc3b07ac60850fe4986e47e4d7,salvador,BA,P0476,WH_DELHI_N,SHP-14725,36,36,2024-08-14 00:00:00,2024-08-14 19:16:48,2024-08-15 03:03:00,DELIVERED_LATE,0,1,0
ORD-2024-14726,da6aae9fbd2ff1eed73d3980331b4032,teresopolis,RJ,P0084,WH_MUMBAI_W,SHP-14726,3,3,2024-08-15 06:00:00,2024-08-15 19:42:00,2024-08-16 05:38:24,DELIVERED_LATE,0,1,0
ORD-2024-14727,cf9df4b26b449f217680aed3ca61277d,belo horizonte,MG,P0159,WH_MUMBAI_W,SHP-14727,10,10,2024-08-16 08:00:00,2024-08-16 22:50:24,2024-08-17 00:37:12,DELIVERED_ON_TIME,0,1,0
ORD-2024-14728,3115ac24b20b9bf9267633753921a408,guaruja,SP,P0261,WH_KOLKATA_E,SHP-14728,25,25,2024-08-16 23:00:00,2024-08-18 04:02:24,2024-08-18 05:38:24,DELIVERED_ON_TIME,0,1,0
ORD-2024-14729,2dfdcbb5e15acdd672fbb17cee980938,itapevi,SP,P0041,WH_DELHI_N,SHP-14729,4,2,2024-08-17 17:00:00,2024-08-18 07:29:24,2024-08-18 07:59:24,DELIVERED_ON_TIME,0,0,0
ORD-2024-14730,a0c1d01b17ff8704583831492a492a0e,belo horizonte,MG,P0337,WH_KOLKATA_E,SHP-14730,30,30,2024-08-18 19:00:00,2024-08-19 07:56:24,2024-08-20 01:59:24,DELIVERED_LATE,0,1,0
ORD-2024-14731,231de84a096960061b4ab8a9f8ed5d79,sao paulo,SP,P0674,WH_NAGPUR_C,SHP-14731,11,6,2024-08-19 22:00:00,2024-08-20 09:39:36,2024-08-20 10:31:48,DELIVERED_ON_TIME,0,0,0
ORD-2024-14732,122e1d8f580d56ec9462af1fc65a4a56,curitiba,PR,P0688,WH_BLR_S,SHP-14732,19,19,2024-08-21 01:00:00,2024-08-21 15:28:12,2024-08-21 17:22:48,DELIVERED_ON_TIME,0,1,0
ORD-2024-14733,a73ef7d9d48a60476c2abb05adf31c41,niteroi,RJ,P0371,WH_NAGPUR_C,SHP-14733,13,13,2024-08-22 03:00:00,2024-08-22 19:12:00,2024-08-23 07:55:48,DELIVERED_LATE,0,1,0
ORD-2024-14734,c77dedc3c3a28926c79150de11a1d2f0,sete lagoas,MG,P0876,WH_DELHI_N,SHP-14734,36,36,2024-08-22 16:00:00,2024-08-23 22:06:00,2024-08-23 22:39:36,DELIVERED_ON_TIME,0,1,0
ORD-2024-14735,61887ef2a777fb55e774bd124ea67669,florianopolis,SC,P0491,WH_NAGPUR_C,SHP-14735,3,2,2024-08-23 21:00:00,2024-08-24 22:37:12,2024-08-25 00:33:36,DELIVERED_ON_TIME,0,0,0
ORD-2024-14736,b253ab4ce264a72304410c04d66e3908,divinopolis,MG,P0135,WH_BLR_S,SHP-14736,48,48,2024-08-25 12:00:00,2024-08-26 00:13:48,2024-08-26 19:25:12,DELIVERED_LATE,0,1,0
ORD-2024-14737,dd2fda0e298105194ad66353d757595b,marilia,SP,P0160,WH_MUMBAI_W,SHP-14737,14,14,2024-08-25 09:00:00,2024-08-26 05:21:00,2024-08-26 05:04:12,DELIVERED_ON_TIME,1,1,1
ORD-2024-14738,093db840532a831a3a7740a8c71a24cd,brasilia,DF,P0191,WH_BLR_S,SHP-14738,10,10,2024-08-26 23:00:00,2024-08-27 06:54:00,2024-08-28 03:38:24,DELIVERED_LATE,0,1,0
ORD-2024-14739,53f2297d5ee760eb3894415f07057fbf,sao vicente,SP,P0470,WH_MUMBAI_W,SHP-14739,38,38,2024-08-27 13:00:00,2024-08-28 10:07:12,2024-08-28 10:04:12,DELIVERED_ON_TIME,1,1,1
ORD-2024-14740,9facbfd2dd51a45404d58154b12ed2dd,rio de janeiro,RJ,P0266,WH_MUMBAI_W,SHP-14740,40,28,2024-08-29 02:00:00,2024-08-29 15:34:12,2024-08-29 16:01:12,DELIVERED_ON_TIME,0,0,0
ORD-2024-14741,fb0d7f836d199425d6c6487df27498a2,ipero,SP,P0150,WH_KOLKATA_E,SHP-14741,27,27,2024-08-30 08:00:00,2024-08-30 16:10:12,2024-08-30 16:03:00,DELIVERED_ON_TIME,1,1,1
ORD-2024-14742,06363955dfbb8c28438d249c8670e6b9,patrocinio,MG,P0716,WH_NAGPUR_C,SHP-14742,24,24,2024-08-31 00:00:00,2024-08-31 22:21:36,2024-08-31 22:07:48,DELIVERED_ON_TIME,1,1,1
ORD-2024-14743,68dc0182e4cf141c4b86924a0ba85937,sao paulo,SP,P0892,WH_NAGPUR_C,SHP-14743,16,16,2024-09-01 09:00:00,2024-09-01 22:37:48,2024-09-01 21:42:36,DELIVERED_ON_TIME,1,1,1
